 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2020030710         -3.5       0.0       0.1
BUF    2020030711         -3.2       0.0       0.1
BUF    2020030712         -3.3       0.0       0.1
BUF    2020030713         -3.5       0.0       0.1
BUF    2020030714         -2.9       0.0       0.1
BUF    2020030715         -3.4       0.0       0.1
BUF    2020030716         -4.4       0.0       0.1
BUF    2020030717         -5.0       0.0       0.1
BUF    2020030718         -5.7       0.0       0.1
BUF    2020030719         -6.2       0.0       0.1
BUF    2020030720         -7.3       0.0       0.1
BUF    2020030721         -8.2       0.0       0.1
BUF    2020030722         -8.3       0.0       0.1
BUF    2020030723         -9.0       0.0       0.1
BUF    2020030800        -10.1       0.0       0.1
BUF    2020030801        -13.4       0.0       0.1
BUF    2020030802        -15.9       0.0       0.1
BUF    2020030803        -17.5       0.0       0.1
BUF    2020030804        -18.4       0.0       0.1
BUF    2020030805        -19.2       0.0       0.1
BUF    2020030806        -19.1       0.0       0.0
BUF    2020030807        -18.3       0.0       0.0
BUF    2020030808        -13.7       0.0       0.0
BUF    2020030809         -7.3       0.0       0.0
BUF    2020030810         -2.7       0.0       0.0
BUF    2020030811         -0.6       0.0       0.0
BUF    2020030812          0.6       0.0       0.0
BUF    2020030813          1.6       0.0       0.0
BUF    2020030814          2.3       0.0       0.0
BUF    2020030815          2.5       0.0       0.0
BUF    2020030816          1.0       0.0       0.0
BUF    2020030817         -0.9       0.0       0.0
BUF    2020030818         -2.9       0.0       0.0
BUF    2020030819         -3.6       0.0       0.0
BUF    2020030820         -4.5       0.0       0.0
BUF    2020030821         -5.1       0.0       0.0
BUF    2020030822         -6.4       0.0       0.0
BUF    2020030823         -6.3       0.0       0.0
BUF    2020030900         -6.7       0.0       0.0
BUF    2020030901         -8.7       0.0       0.0
BUF    2020030902        -10.5       0.0       0.0
BUF    2020030903        -10.3       0.0       0.0
BUF    2020030904         -9.5       0.0       0.0
BUF    2020030905         -8.9       0.0       0.0
BUF    2020030906         -8.8       0.0       0.0
BUF    2020030907         -7.3       0.0       0.0
BUF    2020030908         -5.3       0.0       0.0
BUF    2020030909         -4.5       0.7       0.7
BUF    2020030910         -3.8       1.8       2.5
BUF    2020030911         -2.6       0.2       2.7
BUF    2020030912         -1.7       0.1       2.8
BUF    2020030913         -1.4       0.0       2.8
BUF    2020030914         -1.8       0.1       2.9
BUF    2020030915         -1.6       0.0       2.9
BUF    2020030916         -1.8       0.0       2.9
BUF    2020030917         -2.3       0.0       2.9
BUF    2020030918         -3.9       0.0       2.9
BUF    2020030919         -7.0       0.0       2.9
BUF    2020030920        -10.2       0.0       2.9
BUF    2020030921         -9.5       0.0       2.9
BUF    2020030922         -9.2       0.0       2.9
BUF    2020030923         -8.0       0.0       2.9
BUF    2020031000         -9.0       0.0       2.9
BUF    2020031001        -12.0       0.0       2.9
BUF    2020031002        -14.4       0.0       2.9
BUF    2020031003        -15.4       0.0       2.9
BUF    2020031004        -13.8       0.0       2.9
BUF    2020031005        -12.6       0.0       2.9
BUF    2020031006        -10.9       0.0       2.9
BUF    2020031007         -9.2       0.0       2.9
BUF    2020031008         -6.9       0.0       2.9
BUF    2020031009         -4.9       0.0       2.2
BUF    2020031010         -4.4       0.1       0.5
BUF    2020031011         -4.2       0.4       0.7
BUF    2020031012         -4.2       0.6       1.2
BUF    2020031013         -3.8       0.5       1.7
BUF    2020031014         -3.3       0.6       2.2
BUF    2020031015         -3.2       1.0       3.2
BUF    2020031016         -2.8       1.0       4.2
BUF    2020031017         -2.7       1.2       5.4
BUF    2020031018         -2.8       1.0       6.4
BUF    2020031019         -2.5       0.4       6.8
BUF    2020031020         -2.2       0.4       7.2
BUF    2020031021         -1.8       0.1       7.3
BUF    2020031022         -1.8       0.0       7.3
BUF    2020031023         -1.5       0.0       7.3
BUF    2020031100         -1.0       0.0       7.3
BUF    2020031101         -1.1       0.0       7.3
BUF    2020031102          0.0       0.0       7.3
BUF    2020031103          0.4       0.2       7.5
BUF    2020031104          0.4       0.3       7.8
BUF    2020031105          0.5       0.2       8.0
BUF    2020031106          0.6       0.0       8.0
BUF    2020031107          1.0       0.0       8.0
BUF    2020031108          1.9       0.0       8.0
BUF    2020031109          4.2       0.0       8.0
BUF    2020031110          7.3       0.0       7.9
BUF    2020031111          8.4       0.0       7.5
BUF    2020031112          8.8       0.0       6.9
BUF    2020031113          9.0       0.0       6.4
BUF    2020031114          9.1       0.0       5.8
BUF    2020031115          9.0       0.0       4.8
BUF    2020031116          5.4       0.0       3.8
BUF    2020031117          2.7       0.0       2.6
BUF    2020031118          0.0       0.0       1.6
BUF    2020031119         -2.2       0.0       1.2
BUF    2020031120         -3.4       0.0       0.8
BUF    2020031121         -4.3       0.0       0.7
BUF    2020031122         -5.2       0.0       0.7
BUF    2020031123         -5.9       0.0       0.7
BUF    2020031200         -6.9       0.0       0.7
BUF    2020031201         -7.2       0.0       0.7
BUF    2020031202         -7.8       0.0       0.7
BUF    2020031203         -7.6       0.0       0.5
BUF    2020031204         -8.2       0.0       0.2
BUF    2020031205         -8.1       0.0       0.0
BUF    2020031206         -8.2       0.0       0.0
BUF    2020031207         -7.7       0.0       0.0
BUF    2020031208         -2.8       0.0       0.0
BUF    2020031209          3.8       0.0       0.0
BUF    2020031210          8.7       0.0       0.0
BUF    2020031211          9.9       0.0       0.0
BUF    2020031212         10.6       0.0       0.0
BUF    2020031213         10.8       0.0       0.0
BUF    2020031214         10.7       0.0       0.0
BUF    2020031215         10.1       0.0       0.0
BUF    2020031216          8.1       0.0       0.0
BUF    2020031217          4.4       0.0       0.0
BUF    2020031218          1.8       0.0       0.0
BUF    2020031219          0.2       0.0       0.0
BUF    2020031220         -0.4       0.0       0.0
BUF    2020031221          0.0       0.0       0.0
BUF    2020031222         -0.7       0.0       0.0
BUF    2020031223         -1.1       0.0       0.0
BUF    2020031300         -2.4       0.0       0.0
BUF    2020031301         -2.2       0.0       0.0
BUF    2020031302         -1.8       0.0       0.0
BUF    2020031303         -2.4       0.0       0.0
BUF    2020031304         -3.2       0.0       0.0
BUF    2020031305         -3.7       0.0       0.0
BUF    2020031306         -4.3       0.0       0.0
BUF    2020031307         -4.6       0.0       0.0
BUF    2020031308          1.9       0.0       0.0
BUF    2020031309          4.0       0.0       0.0
BUF    2020031310          4.7       0.0       0.0
BUF    2020031311          5.6       0.0       0.0
BUF    2020031312          5.7       0.0       0.0
BUF    2020031313          5.7       0.0       0.0
BUF    2020031314          5.2       0.0       0.0
BUF    2020031315          3.9       0.0       0.0
BUF    2020031316          1.7       0.0       0.0
BUF    2020031317          0.0       0.0       0.0
BUF    2020031318         -1.7       0.0       0.0
BUF    2020031319         -4.0       0.0       0.0
BUF    2020031320         -5.8       0.0       0.0
BUF    2020031321         -7.8       0.0       0.0
BUF    2020031322         -9.5       0.0       0.0
BUF    2020031323        -10.4       0.0       0.0
BUF    2020031400        -11.1       0.0       0.0
BUF    2020031401        -11.7       0.0       0.0
BUF    2020031402        -12.0       0.0       0.0
BUF    2020031403        -12.0       0.0       0.0
BUF    2020031404        -10.4       0.0       0.0
BUF    2020031405         -8.3       0.3       0.3
BUF    2020031406         -7.4       0.8       1.1
BUF    2020031407         -6.2       0.1       1.2
BUF    2020031408         -5.2       0.2       1.4
BUF    2020031409         -3.4       0.0       1.4
BUF    2020031410         -2.9       0.0       1.4
BUF    2020031411         -1.8       0.0       1.4
BUF    2020031412         -1.0       0.2       1.6
BUF    2020031413         -0.5       0.1       1.7
BUF    2020031414          0.1       0.0       1.7
BUF    2020031415          0.8       0.0       1.7
BUF    2020031416          0.1       0.0       1.7
BUF    2020031417         -1.2       0.0       1.7
BUF    2020031418         -2.6       0.0       1.7
BUF    2020031419         -2.4       0.0       1.7
BUF    2020031420         -2.8       0.0       1.7
BUF    2020031421         -3.1       0.0       1.7
BUF    2020031422         -3.5       0.0       1.7
BUF    2020031423         -4.1       0.0       1.7
BUF    2020031500         -4.7       0.0       1.7
BUF    2020031501         -7.2       0.0       1.7
BUF    2020031502        -10.0       0.0       1.7
BUF    2020031503        -12.2       0.0       1.7
BUF    2020031504        -13.6       0.0       1.7
BUF    2020031505        -14.2       0.0       1.4
BUF    2020031506        -14.6       0.0       0.6
BUF    2020031507        -13.4       0.0       0.5
BUF    2020031508         -8.2       0.0       0.3
BUF    2020031509         -2.6       0.0       0.3
BUF    2020031510         -0.7       0.0       0.3
BUF    2020031511          0.5       0.0       0.3
BUF    2020031512          1.1       0.0       0.1
BUF    2020031513          1.5       0.0       0.0
BUF    2020031514          1.5       0.0       0.0
BUF    2020031515          1.3       0.0       0.0
BUF    2020031516          0.2       0.0       0.0
BUF    2020031517         -1.4       0.0       0.0
BUF    2020031518         -2.6       0.0       0.0
BUF    2020031519         -4.2       0.0       0.0
BUF    2020031520         -6.2       0.0       0.0
BUF    2020031521         -6.5       0.0       0.0
BUF    2020031522         -5.2       0.0       0.0
BUF    2020031523         -5.2       0.0       0.0
BUF    2020031600         -6.3       0.0       0.0
BUF    2020031601         -8.6       0.0       0.0
BUF    2020031602        -10.8       0.0       0.0
BUF    2020031603        -12.2       0.0       0.0
BUF    2020031604        -13.2       0.0       0.0
BUF    2020031605        -13.7       0.0       0.0
BUF    2020031606        -13.9       0.0       0.0
BUF    2020031607        -12.5       0.0       0.0
BUF    2020031608         -7.2       0.0       0.0
BUF    2020031609         -1.2       0.0       0.0
BUF    2020031610          2.4       0.0       0.0
BUF    2020031611          5.4       0.0       0.0
BUF    2020031612          5.6       0.0       0.0
BUF    2020031613          5.3       0.0       0.0
BUF    2020031614          5.5       0.0       0.0
BUF    2020031615          5.3       0.0       0.0
BUF    2020031616          4.4       0.0       0.0
BUF    2020031617          1.6       0.0       0.0
BUF    2020031618         -1.2       0.0       0.0
BUF    2020031619         -3.6       0.0       0.0
BUF    2020031620         -4.7       0.0       0.0
BUF    2020031621         -5.8       0.0       0.0
BUF    2020031622         -6.6       0.0       0.0
BUF    2020031623         -7.4       0.0       0.0
BUF    2020031700         -8.0       0.0       0.0
BUF    2020031701         -8.6       0.0       0.0
BUF    2020031702         -9.0       0.0       0.0
BUF    2020031703         -9.5       0.0       0.0
BUF    2020031704         -9.7       0.0       0.0
BUF    2020031705         -9.6       0.0       0.0
BUF    2020031706         -9.7       0.0       0.0
BUF    2020031707         -8.4       0.0       0.0
BUF    2020031708         -3.3       0.0       0.0
BUF    2020031709          2.9       0.0       0.0
BUF    2020031710          6.6       0.0       0.0
BUF    2020031711          7.7       0.0       0.0
BUF    2020031712          8.3       0.0       0.0
BUF    2020031713          9.0       0.0       0.0
BUF    2020031714          8.9       0.0       0.0
BUF    2020031715          8.8       0.0       0.0
BUF    2020031716          7.5       0.0       0.0
BUF    2020031717          4.8       0.0       0.0
BUF    2020031718          1.1       0.0       0.0
BUF    2020031719         -0.9       0.0       0.0
BUF    2020031720         -1.9       0.0       0.0
BUF    2020031721         -3.2       0.0       0.0
BUF    2020031722         -3.1       0.0       0.0
BUF    2020031723         -3.8       0.0       0.0
BUF    2020031800         -4.2       0.0       0.0
BUF    2020031801         -4.5       0.0       0.0
BUF    2020031802         -5.4       0.0       0.0
BUF    2020031803         -6.2       0.0       0.0
BUF    2020031804         -6.8       0.0       0.0
BUF    2020031805         -7.4       0.0       0.0
BUF    2020031806         -7.4       0.0       0.0
BUF    2020031807         -6.1       0.0       0.0
BUF    2020031808         -1.8       0.0       0.0
BUF    2020031809          3.9       0.0       0.0
BUF    2020031810          6.6       0.0       0.0
BUF    2020031811          7.2       0.0       0.0
BUF    2020031812          8.0       0.0       0.0
BUF    2020031813          8.3       0.0       0.0
BUF    2020031814          8.5       0.0       0.0
BUF    2020031815          8.8       0.0       0.0
BUF    2020031816          7.2       0.0       0.0
BUF    2020031817          5.0       0.0       0.0
BUF    2020031818          1.4       0.0       0.0
BUF    2020031819         -1.1       0.0       0.0
BUF    2020031820         -2.5       0.0       0.0
BUF    2020031821         -3.4       0.0       0.0
BUF    2020031822         -4.0       0.0       0.0
BUF    2020031823         -4.7       0.0       0.0
BUF    2020031900         -5.3       0.0       0.0
BUF    2020031901         -5.9       0.0       0.0
BUF    2020031902         -6.6       0.0       0.0
BUF    2020031903         -6.9       0.0       0.0
BUF    2020031904         -7.3       0.0       0.0
BUF    2020031905         -7.9       0.0       0.0
BUF    2020031906         -7.8       0.0       0.0
BUF    2020031907         -6.6       0.0       0.0
BUF    2020031908         -2.6       0.0       0.0
BUF    2020031909          3.0       0.0       0.0
BUF    2020031910          6.0       0.0       0.0
BUF    2020031911          7.0       0.0       0.0
BUF    2020031912          7.4       0.0       0.0
BUF    2020031913          8.4       0.0       0.0
BUF    2020031914          8.7       0.0       0.0
BUF    2020031915          8.7       0.0       0.0
BUF    2020031916          7.2       0.0       0.0
BUF    2020031917          3.8       0.0       0.0
BUF    2020031918          1.5       0.0       0.0
BUF    2020031919         -1.2       0.0       0.0
BUF    2020031920         -2.6       0.0       0.0
BUF    2020031921         -3.4       0.0       0.0
BUF    2020031922         -4.0       0.0       0.0
BUF    2020031923         -4.4       0.0       0.0
BUF    2020032000         -5.0       0.0       0.0
BUF    2020032001         -5.9       0.0       0.0
BUF    2020032002         -6.4       0.0       0.0
BUF    2020032003         -6.9       0.0       0.0
BUF    2020032004         -7.3       0.0       0.0
BUF    2020032005         -7.7       0.0       0.0
BUF    2020032006         -7.9       0.0       0.0
BUF    2020032007         -6.9       0.0       0.0
BUF    2020032008         -2.9       0.0       0.0
BUF    2020032009          2.5       0.0       0.0
BUF    2020032010          4.7       0.0       0.0
BUF    2020032011          5.8       0.0       0.0
BUF    2020032012          6.6       0.0       0.0
BUF    2020032013          7.1       0.0       0.0
BUF    2020032014          7.2       0.0       0.0
BUF    2020032015          7.4       0.0       0.0
BUF    2020032016          6.9       0.0       0.0
BUF    2020032017          3.9       0.0       0.0
BUF    2020032018          1.0       0.8       0.8
BUF    2020032019          0.1       0.6       1.4
BUF    2020032020         -0.3       0.0       1.4
BUF    2020032021         -0.8       0.0       1.4
BUF    2020032022         -2.2       0.0       1.4
BUF    2020032023         -2.0       0.0       1.4
BUF    2020032100         -2.3       0.0       1.4
BUF    2020032101         -3.8       0.0       1.4
BUF    2020032102         -5.2       0.0       1.4
BUF    2020032103         -5.6       0.0       1.4
BUF    2020032104         -4.1       0.0       1.4
BUF    2020032105         -4.3       0.0       1.4
BUF    2020032106         -6.3       0.0       1.4
BUF    2020032107         -4.9       0.0       1.4
BUF    2020032108         -1.8       0.0       1.4
BUF    2020032109          0.5       0.0       1.4
BUF    2020032110          2.6       0.0       1.4
BUF    2020032111          4.7       0.0       1.4
BUF    2020032112          5.4       0.0       1.4
BUF    2020032113          6.2       0.0       1.4
BUF    2020032114          5.6       0.0       1.4
BUF    2020032115          6.2       0.0       1.4
BUF    2020032116          6.2       0.0       1.4
BUF    2020032117          4.5       0.0       1.4
BUF    2020032118          2.1       0.0       0.6
BUF    2020032119          0.7       0.0       0.0
BUF    2020032120         -0.3       0.0       0.0
BUF    2020032121         -1.1       0.0       0.0
BUF    2020032122         -2.5       0.0       0.0
BUF    2020032123         -3.4       0.0       0.0
BUF    2020032200         -3.2       0.0       0.0
BUF    2020032201         -3.1       0.0       0.0
BUF    2020032202         -2.6       0.0       0.0
BUF    2020032203         -2.0       0.0       0.0
BUF    2020032204         -1.9       0.0       0.0
BUF    2020032205         -1.4       0.0       0.0
BUF    2020032206         -1.1       0.0       0.0
BUF    2020032207         -0.8       0.3       0.3
BUF    2020032208         -0.4       0.6       0.9
BUF    2020032209          1.0       0.0       0.9
BUF    2020032210          2.3       0.0       0.9
BUF    2020032211          3.0       0.0       0.9
BUF    2020032212          3.8       0.0       0.9
BUF    2020032213          4.1       0.0       0.9
BUF    2020032214          3.6       0.0       0.9
BUF    2020032215          3.7       0.0       0.9
BUF    2020032216          3.5       0.0       0.9
BUF    2020032217          1.7       0.0       0.9
BUF    2020032218         -1.4       0.0       0.9
BUF    2020032219         -3.6       0.0       0.9
BUF    2020032220         -5.0       0.0       0.9
BUF    2020032221         -7.0       0.0       0.9
BUF    2020032222         -8.6       0.0       0.9
BUF    2020032223         -9.9       0.0       0.9
BUF    2020032300        -10.8       0.0       0.9
BUF    2020032301        -11.9       0.0       0.9
BUF    2020032302        -12.5       0.0       0.9
BUF    2020032303        -13.3       0.0       0.9
BUF    2020032304        -13.5       0.0       0.9
BUF    2020032305        -13.0       0.0       0.9
BUF    2020032306        -13.7       0.0       0.9
BUF    2020032307        -12.6       0.0       0.6
BUF    2020032308         -8.2       0.0       0.0
BUF    2020032309         -4.8       0.0       0.0
BUF    2020032310         -2.2       0.0       0.0
BUF    2020032311          0.6       0.0       0.0
BUF    2020032312          1.6       0.0       0.0
BUF    2020032313          1.4       0.0       0.0
BUF    2020032314          1.0       0.0       0.0
BUF    2020032315          1.0       0.0       0.0
BUF    2020032316          0.4       0.0       0.0
BUF    2020032317         -1.2       0.0       0.0
BUF    2020032318         -2.7       0.0       0.0
BUF    2020032319         -3.7       0.0       0.0
BUF    2020032320         -5.6       0.0       0.0
BUF    2020032321         -8.4       0.0       0.0
BUF    2020032322        -11.2       0.0       0.0
BUF    2020032323        -13.0       0.0       0.0
BUF    2020032400        -14.0       0.0       0.0
BUF    2020032401        -14.7       0.0       0.0
BUF    2020032402        -16.0       0.0       0.0
BUF    2020032403        -16.7       0.0       0.0
BUF    2020032404        -17.6       0.0       0.0
BUF    2020032405        -18.7       0.0       0.0
BUF    2020032406        -19.0       0.0       0.0
BUF    2020032407        -16.7       0.0       0.0
BUF    2020032408        -11.1       0.0       0.0
BUF    2020032409         -7.6       0.0       0.0
BUF    2020032410         -5.4       0.0       0.0
BUF    2020032411         -3.5       0.0       0.0
BUF    2020032412         -2.5       0.0       0.0
BUF    2020032413         -2.0       0.0       0.0
BUF    2020032414         -2.4       0.0       0.0
BUF    2020032415         -1.9       0.0       0.0
BUF    2020032416         -2.0       0.0       0.0
BUF    2020032417         -3.0       0.0       0.0
BUF    2020032418         -4.4       0.0       0.0
BUF    2020032419         -7.1       0.0       0.0
BUF    2020032420         -8.7       0.0       0.0
BUF    2020032421        -11.1       0.0       0.0
BUF    2020032422        -12.4       0.0       0.0
BUF    2020032423        -13.5       0.0       0.0
BUF    2020032500        -14.1       0.0       0.0
BUF    2020032501        -15.0       0.0       0.0
BUF    2020032502        -15.4       0.0       0.0
BUF    2020032503        -16.1       0.0       0.0
BUF    2020032504        -16.4       0.0       0.0
BUF    2020032505        -16.5       0.0       0.0
BUF    2020032506        -16.0       0.0       0.0
BUF    2020032507        -13.9       0.0       0.0
BUF    2020032508         -7.8       0.0       0.0
BUF    2020032509         -5.4       0.0       0.0
BUF    2020032510         -3.9       0.0       0.0
BUF    2020032511         -3.3       0.0       0.0
BUF    2020032512         -2.6       0.0       0.0
BUF    2020032513         -2.1       0.0       0.0
BUF    2020032514         -2.7       0.0       0.0
BUF    2020032515         -2.7       0.0       0.0
BUF    2020032516         -3.2       0.0       0.0
BUF    2020032517         -4.1       0.0       0.0
BUF    2020032518         -5.4       0.0       0.0
BUF    2020032519         -6.2       0.0       0.0
BUF    2020032520         -6.7       0.0       0.0
BUF    2020032521         -7.4       0.0       0.0
BUF    2020032522         -8.1       0.0       0.0
BUF    2020032523         -9.9       0.0       0.0
BUF    2020032600         -9.7       0.0       0.0
BUF    2020032601        -11.2       0.0       0.0
BUF    2020032602        -13.4       0.0       0.0
BUF    2020032603        -12.0       0.0       0.0
BUF    2020032604        -10.8       0.0       0.0
BUF    2020032605        -11.7       0.0       0.0
BUF    2020032606        -12.2       0.0       0.0
BUF    2020032607        -10.4       0.0       0.0
BUF    2020032608         -8.1       0.0       0.0
BUF    2020032609         -6.9       0.0       0.0
BUF    2020032610         -5.6       0.0       0.0
BUF    2020032611         -3.3       0.0       0.0
BUF    2020032612         -1.8       0.0       0.0
BUF    2020032613         -0.7       0.0       0.0
BUF    2020032614         -0.9       0.0       0.0
BUF    2020032615         -0.9       0.0       0.0
BUF    2020032616         -1.3       0.0       0.0
BUF    2020032617         -2.0       0.0       0.0
BUF    2020032618         -1.9       0.0       0.0
BUF    2020032619         -1.9       0.0       0.0
BUF    2020032620         -1.7       0.0       0.0
BUF    2020032621         -1.7       0.0       0.0
BUF    2020032622         -1.4       0.0       0.0
BUF    2020032623         -2.6       0.0       0.0
BUF    2020032700         -3.4       0.0       0.0
BUF    2020032701         -3.4       0.0       0.0
BUF    2020032702         -3.5       0.0       0.0
BUF    2020032703         -3.6       0.0       0.0
BUF    2020032704         -4.4       0.0       0.0
BUF    2020032705         -6.2       0.0       0.0
BUF    2020032706         -4.6       0.0       0.0
BUF    2020032707         -3.6       0.0       0.0
BUF    2020032708         -0.5       0.0       0.0
BUF    2020032709          1.7       0.0       0.0
BUF    2020032710          2.9       0.0       0.0
BUF    2020032711          4.0       0.0       0.0
BUF    2020032712          3.9       0.0       0.0
BUF    2020032713          3.9       0.0       0.0
BUF    2020032714          3.9       0.0       0.0
BUF    2020032715          4.0       0.0       0.0
BUF    2020032716          3.5       0.0       0.0
BUF    2020032717          3.1       0.0       0.0
BUF    2020032718          2.5       0.0       0.0
BUF    2020032719          1.7       0.0       0.0
BUF    2020032720          1.5       0.0       0.0
BUF    2020032721          1.5       0.0       0.0
BUF    2020032722          0.6       0.0       0.0
BUF    2020032723         -1.8       0.0       0.0
BUF    2020032800         -2.8       0.0       0.0
BUF    2020032801         -3.5       0.0       0.0
BUF    2020032802         -4.6       0.0       0.0
BUF    2020032803         -5.9       0.0       0.0
BUF    2020032804         -7.0       0.0       0.0
BUF    2020032805         -7.8       0.0       0.0
BUF    2020032806         -7.9       0.0       0.0
BUF    2020032807         -6.0       0.0       0.0
BUF    2020032808         -1.0       0.0       0.0
BUF    2020032809          2.7       0.0       0.0
BUF    2020032810          4.8       0.0       0.0
BUF    2020032811          6.2       0.0       0.0
BUF    2020032812          6.3       0.0       0.0
BUF    2020032813          6.6       0.0       0.0
BUF    2020032814          7.0       0.0       0.0
BUF    2020032815          6.9       0.0       0.0
BUF    2020032816          6.8       0.0       0.0
BUF    2020032817          5.3       0.0       0.0
BUF    2020032818          3.4       0.0       0.0
BUF    2020032819          0.8       0.0       0.0
BUF    2020032820         -1.5       0.0       0.0
BUF    2020032821         -1.6       0.0       0.0
BUF    2020032822         -2.8       0.0       0.0
BUF    2020032823         -3.1       0.0       0.0
BUF    2020032900         -3.4       0.0       0.0
BUF    2020032901         -3.6       0.0       0.0
BUF    2020032902         -4.5       0.0       0.0
BUF    2020032903         -5.2       0.0       0.0
BUF    2020032904         -6.1       0.0       0.0
BUF    2020032905         -5.4       0.0       0.0
BUF    2020032906         -5.6       0.0       0.0
BUF    2020032907         -4.2       0.0       0.0
BUF    2020032908         -0.3       0.0       0.0
BUF    2020032909          2.2       0.0       0.0
BUF    2020032910          2.4       0.0       0.0
BUF    2020032911          2.9       0.0       0.0
BUF    2020032912          2.9       0.0       0.0
BUF    2020032913          2.9       0.0       0.0
BUF    2020032914          3.4       0.0       0.0
BUF    2020032915          3.4       0.0       0.0
BUF    2020032916          3.5       0.0       0.0
BUF    2020032917          2.8       0.0       0.0
BUF    2020032918          2.0       0.0       0.0
BUF    2020032919          0.8       0.0       0.0
BUF    2020032920         -0.3       0.0       0.0
BUF    2020032921         -0.8       0.0       0.0
BUF    2020032922         -1.0       0.0       0.0
BUF    2020032923         -1.5       0.1       0.1
BUF    2020033000         -1.9       0.2       0.3
BUF    2020033001         -2.6       0.0       0.3
BUF    2020033002         -3.2       0.0       0.3
BUF    2020033003         -3.5       0.0       0.3
BUF    2020033004         -3.8       0.3       0.6
BUF    2020033005         -4.3       0.6       1.2
BUF    2020033006         -4.7       1.0       2.2
BUF    2020033007         -4.7       0.3       2.5
BUF    2020033008         -4.3       0.1       2.6
BUF    2020033009         -3.6       0.0       2.6
BUF    2020033010         -2.2       0.1       2.7
BUF    2020033011         -1.4       0.0       2.7
BUF    2020033012         -1.4       0.1       2.8
BUF    2020033013         -0.8       0.1       2.9
BUF    2020033014         -0.7       0.0       2.9
BUF    2020033015         -1.4       0.1       3.0
BUF    2020033016         -2.3       0.0       3.0
BUF    2020033017         -2.9       0.1       3.1
BUF    2020033018         -3.3       0.0       3.1
BUF    2020033019         -4.2       0.0       3.1
BUF    2020033020         -4.8       0.0       3.1
BUF    2020033021         -5.9       0.0       3.1
BUF    2020033022         -8.6       0.0       3.1
BUF    2020033023        -11.4       0.0       3.0
BUF    2020033100        -13.2       0.0       2.8
BUF    2020033101        -14.5       0.0       2.8
BUF    2020033102        -13.7       0.0       2.8
BUF    2020033103        -11.2       0.0       2.8
BUF    2020033104        -11.7       0.0       2.5
BUF    2020033105        -11.8       0.0       1.9
BUF    2020033106        -11.4       0.0       0.9
BUF    2020033107        -11.0       0.0       0.6
BUF    2020033108         -8.8       0.0       0.5
BUF    2020033109         -6.1       0.0       0.5
BUF    2020033110         -3.8       0.0       0.4
BUF    2020033111         -3.0       0.0       0.4
BUF    2020033112         -2.0       0.0       0.3
BUF    2020033113         -2.0       0.0       0.2
BUF    2020033114         -2.2       0.0       0.2
BUF    2020033115         -2.7       0.0       0.1
BUF    2020033116         -3.4       0.0       0.1
BUF    2020033117         -4.4       0.0       0.0
BUF    2020033118         -5.7       0.0       0.0
BUF    2020033119         -8.2       0.0       0.0
BUF    2020033120        -11.3       0.0       0.0
BUF    2020033121        -12.7       0.0       0.0
BUF    2020033122        -13.6       0.0       0.0
BUF    2020033123        -14.6       0.0       0.0
BUF    2020040100        -15.5       0.0       0.0
BUF    2020040101        -16.2       0.0       0.0
BUF    2020040102        -16.5       0.0       0.0
BUF    2020040103        -17.3       0.0       0.0
BUF    2020040104        -17.7       0.0       0.0
BUF    2020040105        -17.8       0.0       0.0
BUF    2020040106        -17.8       0.0       0.0
BUF    2020040107        -14.4       0.0       0.0
BUF    2020040108         -7.8       0.0       0.0
BUF    2020040109         -2.9       0.0       0.0
BUF    2020040110          0.8       0.0       0.0
BUF    2020040111          2.7       0.0       0.0
BUF    2020040112          4.0       0.0       0.0
BUF    2020040113          4.6       0.0       0.0
BUF    2020040114          4.8       0.0       0.0
BUF    2020040115          4.4       0.0       0.0
BUF    2020040116          3.2       0.0       0.0
BUF    2020040117          1.3       0.0       0.0
BUF    2020040118         -1.2       0.0       0.0
BUF    2020040119         -3.2       0.0       0.0
BUF    2020040120         -6.0       0.0       0.0
BUF    2020040121         -7.8       0.0       0.0
BUF    2020040122         -9.1       0.0       0.0
BUF    2020040123        -10.0       0.0       0.0
BUF    2020040200        -10.8       0.0       0.0
BUF    2020040201        -11.5       0.0       0.0
BUF    2020040202        -12.1       0.0       0.0
BUF    2020040203        -12.7       0.0       0.0
BUF    2020040204        -13.0       0.0       0.0
BUF    2020040205        -13.5       0.0       0.0
BUF    2020040206        -13.5       0.0       0.0
BUF    2020040207        -10.1       0.0       0.0
BUF    2020040208         -3.8       0.0       0.0
BUF    2020040209          0.4       0.0       0.0
BUF    2020040210          2.3       0.0       0.0
BUF    2020040211          3.2       0.0       0.0
BUF    2020040212          3.8       0.0       0.0
BUF    2020040213          4.7       0.0       0.0
BUF    2020040214          4.9       0.0       0.0
BUF    2020040215          4.8       0.0       0.0
BUF    2020040216          4.3       0.0       0.0
BUF    2020040217          2.7       0.0       0.0
BUF    2020040218          0.0       0.0       0.0
BUF    2020040219         -3.4       0.0       0.0
BUF    2020040220         -4.8       0.0       0.0
BUF    2020040221         -6.2       0.0       0.0
BUF    2020040222         -7.3       0.0       0.0
BUF    2020040223         -8.0       0.0       0.0
BUF    2020040300         -8.5       0.0       0.0
BUF    2020040301         -7.6       0.0       0.0
BUF    2020040302         -5.6       0.0       0.0
BUF    2020040303         -4.9       0.0       0.0
BUF    2020040304         -4.9       0.0       0.0
