 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2022083108         10.4       0.0      23.6
BUF    2022083109         11.7       0.0      23.6
BUF    2022083110         11.9       0.0      23.6
BUF    2022083111         13.4       0.0      23.6
BUF    2022083112         12.3       0.5      24.1
BUF    2022083113         13.2       0.0      24.1
BUF    2022083114         13.2       0.0      24.1
BUF    2022083115         12.6       0.1      24.2
BUF    2022083116         12.5       0.0      24.2
BUF    2022083117         12.3       0.0      16.1
BUF    2022083118         10.9       0.2       3.4
BUF    2022083119          9.3       0.0       0.9
BUF    2022083120          8.8       0.1       1.0
BUF    2022083121          8.0       0.0       0.9
BUF    2022083122          6.4       0.0       0.9
BUF    2022083123          5.6       0.0       0.9
BUF    2022090100          6.0       0.0       0.9
BUF    2022090101          6.7       0.1       1.0
BUF    2022090102          7.3       0.0       1.0
BUF    2022090103          7.5       0.0       1.0
BUF    2022090104          7.1       0.0       1.0
BUF    2022090105          7.2       0.0       1.0
BUF    2022090106          7.3       0.0       1.0
BUF    2022090107          7.6       0.0       1.0
BUF    2022090108          9.6       0.0       1.0
BUF    2022090109         11.3       0.0       1.0
BUF    2022090110         12.1       0.0       1.0
BUF    2022090111         13.3       0.0       1.0
BUF    2022090112         13.7       0.0       0.5
BUF    2022090113         13.9       0.0       0.5
BUF    2022090114         13.9       0.0       0.5
BUF    2022090115         14.8       0.0       0.4
BUF    2022090116         15.0       0.0       0.4
BUF    2022090117         13.8       0.0       0.4
BUF    2022090118         10.6       0.0       0.2
BUF    2022090119          7.7       0.0       0.2
BUF    2022090120          5.7       0.0       0.1
BUF    2022090121          4.1       0.0       0.1
BUF    2022090122          3.2       0.0       0.1
BUF    2022090123          2.4       0.0       0.1
BUF    2022090200          1.9       0.0       0.1
BUF    2022090201          1.5       0.0       0.0
BUF    2022090202          1.4       0.0       0.0
BUF    2022090203          1.6       0.0       0.0
BUF    2022090204          2.3       0.0       0.0
BUF    2022090205          3.4       0.0       0.0
BUF    2022090206          4.9       0.0       0.0
BUF    2022090207          7.2       0.0       0.0
BUF    2022090208         10.5       0.0       0.0
BUF    2022090209         12.5       0.0       0.0
BUF    2022090210         13.8       0.0       0.0
BUF    2022090211         14.9       0.0       0.0
BUF    2022090212         15.5       0.0       0.0
BUF    2022090213         15.9       0.0       0.0
BUF    2022090214         16.4       0.0       0.0
BUF    2022090215         16.4       0.0       0.0
BUF    2022090216         16.6       0.0       0.0
BUF    2022090217         14.8       0.0       0.0
BUF    2022090218         12.0       0.0       0.0
BUF    2022090219         11.0       0.0       0.0
BUF    2022090220         10.2       0.0       0.0
BUF    2022090221         10.0       0.0       0.0
BUF    2022090222          9.4       1.4       1.4
BUF    2022090223          8.0       3.2       4.6
BUF    2022090300          6.7       0.0       4.6
BUF    2022090301          5.6       0.0       4.6
BUF    2022090302          4.8       0.0       4.6
BUF    2022090303          5.2       0.0       4.6
BUF    2022090304          5.9       0.0       4.6
BUF    2022090305          6.3       1.2       5.8
BUF    2022090306          6.7       0.8       6.6
BUF    2022090307          7.2       0.5       7.1
BUF    2022090308          7.6       1.4       8.5
BUF    2022090309          8.0       0.6       9.1
BUF    2022090310          8.8       0.0       9.1
BUF    2022090311          9.8       0.0       9.1
BUF    2022090312         10.6       0.0       9.1
BUF    2022090313         10.9       0.2       9.3
BUF    2022090314         10.7       0.7      10.0
BUF    2022090315         11.0       0.0      10.0
BUF    2022090316         10.8       0.0      10.0
BUF    2022090317         10.7       0.0      10.0
BUF    2022090318          9.8       0.1      10.1
BUF    2022090319          9.0       0.1      10.2
BUF    2022090320          7.7       1.1      11.3
BUF    2022090321          6.7       0.0      11.3
BUF    2022090322          5.5       0.0       9.9
BUF    2022090323          4.2       0.0       6.7
BUF    2022090400          3.3       0.0       6.7
BUF    2022090401          2.7       0.0       6.7
BUF    2022090402          2.9       0.0       6.7
BUF    2022090403          2.6       0.0       6.7
BUF    2022090404          2.0       0.0       6.7
BUF    2022090405          2.4       0.0       5.5
BUF    2022090406          3.5       0.0       4.7
BUF    2022090407          4.7       0.0       4.2
BUF    2022090408          8.7       0.0       2.8
BUF    2022090409         12.1       0.0       2.2
BUF    2022090410         13.6       0.0       2.2
BUF    2022090411         14.6       0.0       2.2
BUF    2022090412         14.7       0.0       2.2
BUF    2022090413         15.0       0.0       2.0
BUF    2022090414         16.4       0.0       1.3
BUF    2022090415         17.0       0.0       1.3
BUF    2022090416         17.1       0.0       1.3
BUF    2022090417         15.2       0.0       1.3
BUF    2022090418         11.9       0.0       1.2
BUF    2022090419          8.9       0.0       1.1
BUF    2022090420          7.1       0.0       0.0
BUF    2022090421          6.3       0.0       0.0
BUF    2022090422          5.5       0.0       0.0
BUF    2022090423          5.0       0.0       0.0
BUF    2022090500          4.7       0.0       0.0
BUF    2022090501          4.1       0.0       0.0
BUF    2022090502          3.8       0.0       0.0
BUF    2022090503          3.7       0.0       0.0
BUF    2022090504          3.3       0.0       0.0
BUF    2022090505          3.6       0.0       0.0
BUF    2022090506          4.5       0.0       0.0
BUF    2022090507          7.1       0.0       0.0
BUF    2022090508          9.6       0.0       0.0
BUF    2022090509         12.6       0.0       0.0
BUF    2022090510         14.6       0.0       0.0
BUF    2022090511         15.3       0.0       0.0
BUF    2022090512         14.6       0.0       0.0
BUF    2022090513         15.3       0.0       0.0
BUF    2022090514         15.8       0.0       0.0
BUF    2022090515         16.1       0.0       0.0
BUF    2022090516         15.5       0.0       0.0
BUF    2022090517         14.3       0.0       0.0
BUF    2022090518         12.6       0.0       0.0
BUF    2022090519         10.3       0.0       0.0
BUF    2022090520          8.0       0.0       0.0
BUF    2022090521          6.6       0.0       0.0
BUF    2022090522          5.8       0.0       0.0
BUF    2022090523          5.3       0.0       0.0
BUF    2022090600          4.8       0.0       0.0
BUF    2022090601          4.3       0.0       0.0
BUF    2022090602          4.0       0.0       0.0
BUF    2022090603          3.6       0.0       0.0
BUF    2022090604          3.6       0.0       0.0
BUF    2022090605          3.1       0.0       0.0
BUF    2022090606          3.3       0.0       0.0
BUF    2022090607          6.5       0.0       0.0
BUF    2022090608         11.1       0.0       0.0
BUF    2022090609         14.6       0.0       0.0
BUF    2022090610         16.5       0.0       0.0
BUF    2022090611         17.2       0.0       0.0
BUF    2022090612         17.0       0.0       0.0
BUF    2022090613         16.8       0.0       0.0
BUF    2022090614         17.3       0.0       0.0
BUF    2022090615         16.3       0.2       0.2
BUF    2022090616         13.0       1.6       1.8
BUF    2022090617         11.7       0.0       1.8
BUF    2022090618         10.3       0.0       1.8
BUF    2022090619          9.2       0.0       1.8
BUF    2022090620          8.4       0.0       1.8
BUF    2022090621          7.5       0.0       1.8
BUF    2022090622          6.5       0.0       1.8
BUF    2022090623          6.2       0.0       1.8
BUF    2022090700          6.5       0.0       1.8
BUF    2022090701          7.4       0.0       1.8
BUF    2022090702          8.7       0.0       1.8
BUF    2022090703          9.0       0.0       1.8
BUF    2022090704          8.1       0.0       1.8
BUF    2022090705          7.3       0.0       1.8
BUF    2022090706          5.9       0.0       1.8
BUF    2022090707          8.2       0.0       1.8
BUF    2022090708         12.0       0.0       1.8
BUF    2022090709         14.4       0.0       1.8
BUF    2022090710         15.6       0.0       1.8
BUF    2022090711         15.3       0.0       1.8
BUF    2022090712         14.7       0.0       1.8
BUF    2022090713         15.6       0.0       1.8
BUF    2022090714         15.0       0.0       1.8
BUF    2022090715         14.6       0.0       1.6
BUF    2022090716         14.9       0.0       0.0
BUF    2022090717         14.0       0.0       0.0
BUF    2022090718         12.7       0.0       0.0
BUF    2022090719         11.5       0.0       0.0
BUF    2022090720         11.2       0.0       0.0
BUF    2022090721         11.4       0.0       0.0
BUF    2022090722         11.1       0.0       0.0
BUF    2022090723         10.4       2.1       2.1
BUF    2022090800          9.9       4.5       6.6
BUF    2022090801          8.5       5.4      12.0
BUF    2022090802          7.5       6.2      18.2
BUF    2022090803          6.8       0.1      18.3
BUF    2022090804          6.7       0.0      18.3
BUF    2022090805          6.8       4.0      22.3
BUF    2022090806          6.8       3.8      26.1
BUF    2022090807          7.2       0.0      26.1
BUF    2022090808          7.3       0.1      26.2
BUF    2022090809          7.3       0.4      26.6
BUF    2022090810          7.7       0.1      26.7
BUF    2022090811          9.0       0.0      26.7
BUF    2022090812         11.7       0.0      26.7
BUF    2022090813         12.8       0.0      26.7
BUF    2022090814         13.6       0.0      26.7
BUF    2022090815         13.8       0.0      26.7
BUF    2022090816         12.2       0.0      26.7
BUF    2022090817         10.9       0.0      26.7
BUF    2022090818          9.9       0.0      26.7
BUF    2022090819          8.5       0.0      26.7
BUF    2022090820          8.0       0.0      26.7
BUF    2022090821          6.9       0.0      26.7
BUF    2022090822          6.0       0.0      26.7
BUF    2022090823          5.4       0.0      24.6
BUF    2022090900          5.9       0.0      20.1
BUF    2022090901          6.6       3.2      17.9
BUF    2022090902          6.7       0.3      12.0
BUF    2022090903          6.4       0.0      11.9
BUF    2022090904          6.4       0.1      12.0
BUF    2022090905          6.5       0.5       8.5
BUF    2022090906          6.4       1.8       6.5
BUF    2022090907          6.3       0.5       7.0
BUF    2022090908          6.4       0.3       7.2
BUF    2022090909          7.1       0.1       6.9
BUF    2022090910          9.1       0.0       6.8
BUF    2022090911         10.8       0.0       6.8
BUF    2022090912         11.0       0.0       6.8
BUF    2022090913         10.8       0.0       6.8
BUF    2022090914         11.5       0.0       6.8
BUF    2022090915          9.8       0.0       6.8
BUF    2022090916         10.2       0.1       6.9
BUF    2022090917          9.4       0.0       6.9
BUF    2022090918          8.8       0.0       6.9
BUF    2022090919          6.6       1.1       8.0
BUF    2022090920          6.6       1.1       9.1
BUF    2022090921          5.6       3.6      12.7
BUF    2022090922          4.6       1.4      14.1
BUF    2022090923          3.7       0.0      14.1
BUF    2022091000          3.7       0.0      14.1
BUF    2022091001          3.4       0.0      10.9
BUF    2022091002          1.9       0.0      10.6
BUF    2022091003          1.1       0.0      10.6
BUF    2022091004          0.6       0.0      10.5
BUF    2022091005          0.5       0.0      10.0
BUF    2022091006          0.0       0.0       8.2
BUF    2022091007          2.0       0.0       7.7
BUF    2022091008          6.1       0.0       7.4
BUF    2022091009          8.2       0.0       7.3
BUF    2022091010         10.0       0.0       7.3
BUF    2022091011         10.8       0.0       7.3
BUF    2022091012         11.2       0.0       7.3
BUF    2022091013         11.5       0.0       7.3
BUF    2022091014         10.1       0.1       7.4
BUF    2022091015         10.5       0.0       7.4
BUF    2022091016         10.5       0.0       7.3
BUF    2022091017          9.4       0.0       7.3
BUF    2022091018          7.7       0.0       7.3
BUF    2022091019          6.6       0.0       6.2
BUF    2022091020          5.7       0.1       5.2
BUF    2022091021          5.4       0.0       1.6
BUF    2022091022          4.9       0.0       0.2
BUF    2022091023          5.2       0.3       0.5
BUF    2022091100          4.9       0.0       0.5
BUF    2022091101          4.2       0.0       0.5
BUF    2022091102          3.7       0.1       0.6
BUF    2022091103          3.6       0.0       0.6
BUF    2022091104          3.7       0.0       0.6
BUF    2022091105          2.8       0.0       0.6
BUF    2022091106          2.2       0.0       0.6
BUF    2022091107          3.7       0.0       0.6
BUF    2022091108          6.4       0.0       0.6
BUF    2022091109          7.6       0.0       0.6
BUF    2022091110          8.8       0.0       0.6
BUF    2022091111         10.0       0.0       0.6
BUF    2022091112         10.6       0.0       0.6
BUF    2022091113         11.6       0.0       0.6
BUF    2022091114         12.4       0.0       0.5
BUF    2022091115         12.2       0.0       0.5
BUF    2022091116         11.5       0.0       0.5
BUF    2022091117         11.1       0.0       0.5
BUF    2022091118          7.9       0.0       0.5
BUF    2022091119          4.6       0.0       0.5
BUF    2022091120          2.9       0.0       0.4
BUF    2022091121          1.6       0.0       0.4
BUF    2022091122          0.8       0.0       0.4
BUF    2022091123          0.1       0.0       0.1
BUF    2022091200         -0.4       0.0       0.1
BUF    2022091201         -0.8       0.0       0.1
BUF    2022091202         -1.1       0.0       0.0
BUF    2022091203         -1.3       0.0       0.0
BUF    2022091204         -1.6       0.0       0.0
BUF    2022091205         -1.9       0.0       0.0
BUF    2022091206         -2.0       0.0       0.0
BUF    2022091207          0.4       0.0       0.0
BUF    2022091208          6.3       0.0       0.0
BUF    2022091209         10.7       0.0       0.0
BUF    2022091210         13.4       0.0       0.0
BUF    2022091211         15.4       0.0       0.0
BUF    2022091212         16.8       0.0       0.0
BUF    2022091213         17.7       0.0       0.0
BUF    2022091214         18.1       0.0       0.0
BUF    2022091215         17.9       0.0       0.0
BUF    2022091216         16.6       0.0       0.0
BUF    2022091217         12.8       0.0       0.0
BUF    2022091218          9.1       0.0       0.0
BUF    2022091219          6.1       0.0       0.0
BUF    2022091220          4.6       0.0       0.0
BUF    2022091221          3.9       0.0       0.0
BUF    2022091222          3.4       0.0       0.0
BUF    2022091223          2.7       0.0       0.0
BUF    2022091300          2.3       0.0       0.0
BUF    2022091301          2.0       0.0       0.0
BUF    2022091302          1.9       0.0       0.0
BUF    2022091303          1.8       0.0       0.0
BUF    2022091304          1.5       0.0       0.0
BUF    2022091305          1.2       0.0       0.0
BUF    2022091306          1.5       0.0       0.0
BUF    2022091307          5.1       0.0       0.0
BUF    2022091308         11.3       0.0       0.0
BUF    2022091309         15.7       0.0       0.0
BUF    2022091310         17.4       0.0       0.0
BUF    2022091311         18.7       0.0       0.0
BUF    2022091312         19.9       0.0       0.0
BUF    2022091313         20.6       0.0       0.0
BUF    2022091314         20.7       0.0       0.0
BUF    2022091315         20.9       0.0       0.0
BUF    2022091316         19.5       0.0       0.0
BUF    2022091317         17.1       0.0       0.0
BUF    2022091318         13.9       0.0       0.0
BUF    2022091319         11.3       0.0       0.0
BUF    2022091320         10.5       0.0       0.0
BUF    2022091321         10.3       0.0       0.0
BUF    2022091322         10.3       0.0       0.0
BUF    2022091323         10.8       0.0       0.0
BUF    2022091400         10.5       0.0       0.0
BUF    2022091401         10.3       0.0       0.0
BUF    2022091402          9.7       0.0       0.0
BUF    2022091403          9.1       0.0       0.0
BUF    2022091404          8.7       0.0       0.0
BUF    2022091405          9.4       0.0       0.0
BUF    2022091406         10.1       0.0       0.0
BUF    2022091407         12.0       0.0       0.0
BUF    2022091408         13.1       0.0       0.0
BUF    2022091409         13.8       0.0       0.0
BUF    2022091410         15.0       0.0       0.0
BUF    2022091411         15.2       0.0       0.0
BUF    2022091412         15.1       0.0       0.0
BUF    2022091413         14.4       0.0       0.0
BUF    2022091414         14.3       0.0       0.0
BUF    2022091415         14.6       0.0       0.0
BUF    2022091416         14.4       0.0       0.0
BUF    2022091417         13.7       0.0       0.0
BUF    2022091418         12.2       0.0       0.0
BUF    2022091419         11.7       0.4       0.4
BUF    2022091420         10.3       0.4       0.8
BUF    2022091421          8.9       0.0       0.8
BUF    2022091422          8.5       0.0       0.8
BUF    2022091423          8.8       0.0       0.8
BUF    2022091500          9.1       0.1       0.9
BUF    2022091501          9.1       0.1       1.0
BUF    2022091502          9.0       0.0       1.0
BUF    2022091503          8.9       0.5       1.5
BUF    2022091504          9.0       1.3       2.8
BUF    2022091505          8.7       0.3       3.1
BUF    2022091506          8.5       0.0       3.1
BUF    2022091507          9.0       0.0       3.1
BUF    2022091508         10.2       0.0       3.1
BUF    2022091509         11.8       0.0       3.1
BUF    2022091510         13.5       0.0       3.1
BUF    2022091511         13.9       0.0       3.1
BUF    2022091512         13.2       0.7       3.8
BUF    2022091513         12.7       0.2       4.0
BUF    2022091514         12.3       0.2       4.2
BUF    2022091515         11.2       0.6       4.8
BUF    2022091516         11.0       0.0       4.8
BUF    2022091517         10.7       0.1       4.9
BUF    2022091518          9.5       0.0       4.9
BUF    2022091519          8.6       0.0       4.5
BUF    2022091520          7.5       0.0       4.1
BUF    2022091521          7.6       0.0       4.1
BUF    2022091522          7.9       0.0       4.1
BUF    2022091523          7.9       0.0       4.1
BUF    2022091600          7.8       0.0       4.0
BUF    2022091601          7.3       0.0       3.9
BUF    2022091602          6.2       0.0       3.9
BUF    2022091603          6.1       0.1       3.5
BUF    2022091604          5.7       0.0       2.2
BUF    2022091605          5.6       0.0       1.9
BUF    2022091606          6.1       0.0       1.9
BUF    2022091607          7.4       0.0       1.9
BUF    2022091608          9.3       0.0       1.9
BUF    2022091609         11.6       0.0       1.9
BUF    2022091610         12.3       0.0       1.9
BUF    2022091611         12.1       0.0       1.9
BUF    2022091612         12.9       0.0       1.2
BUF    2022091613         12.5       0.0       1.0
BUF    2022091614         11.1       0.1       0.9
BUF    2022091615         11.0       0.0       0.3
BUF    2022091616          9.8       0.0       0.3
BUF    2022091617          9.1       0.0       0.2
BUF    2022091618          7.0       0.0       0.2
BUF    2022091619          5.1       0.0       0.2
BUF    2022091620          4.9       0.0       0.2
BUF    2022091621          4.4       0.0       0.2
BUF    2022091622          3.1       0.0       0.2
BUF    2022091623          2.9       0.0       0.2
BUF    2022091700          4.2       0.0       0.2
BUF    2022091701          4.4       0.0       0.2
BUF    2022091702          3.8       0.0       0.2
BUF    2022091703          3.0       0.0       0.1
BUF    2022091704          2.2       0.0       0.1
BUF    2022091705          1.8       0.0       0.1
BUF    2022091706          0.1       0.9       1.0
BUF    2022091707         -0.5       0.2       1.2
BUF    2022091708         -0.4       0.2       1.4
BUF    2022091709          0.2       0.0       1.4
BUF    2022091710          0.8       0.1       1.5
BUF    2022091711          1.4       0.0       1.5
BUF    2022091712          3.2       0.0       1.5
BUF    2022091713          3.2       0.0       1.5
BUF    2022091714          3.1       0.0       1.4
BUF    2022091715          2.9       0.0       1.4
BUF    2022091716          2.6       0.0       1.4
BUF    2022091717          1.8       0.0       1.4
BUF    2022091718          0.2       0.0       1.4
BUF    2022091719          0.0       0.0       1.4
BUF    2022091720         -0.6       0.0       1.4
BUF    2022091721          0.2       0.0       1.4
BUF    2022091722         -0.5       0.0       1.4
BUF    2022091723         -0.6       0.1       1.5
BUF    2022091800         -0.8       0.2       1.7
BUF    2022091801         -0.6       0.0       1.7
BUF    2022091802         -0.5       0.0       1.7
BUF    2022091803         -0.4       0.1       1.8
BUF    2022091804         -0.6       0.1       1.9
BUF    2022091805         -0.5       0.1       2.0
BUF    2022091806         -0.4       0.1       1.2
BUF    2022091807          0.0       0.0       1.0
BUF    2022091808          0.8       0.0       0.8
BUF    2022091809          2.3       0.0       0.8
BUF    2022091810          4.2       0.0       0.7
BUF    2022091811          4.9       0.0       0.7
BUF    2022091812          5.7       0.0       0.7
BUF    2022091813          6.8       0.0       0.7
BUF    2022091814          7.6       0.0       0.7
BUF    2022091815          7.8       0.0       0.7
BUF    2022091816          7.2       0.0       0.7
BUF    2022091817          6.2       0.0       0.7
BUF    2022091818          5.0       0.0       0.7
BUF    2022091819          2.7       0.0       0.7
BUF    2022091820          1.7       0.0       0.7
BUF    2022091821          3.0       0.0       0.7
BUF    2022091822          4.0       0.0       0.7
BUF    2022091823          4.0       0.0       0.6
BUF    2022091900          3.6       0.0       0.4
BUF    2022091901          3.4       0.0       0.4
BUF    2022091902          3.3       0.0       0.4
BUF    2022091903          2.8       0.0       0.3
BUF    2022091904          2.4       0.0       0.2
BUF    2022091905          2.2       0.0       0.1
BUF    2022091906          1.8       0.0       0.0
BUF    2022091907          1.6       0.0       0.0
BUF    2022091908          2.5       0.0       0.0
BUF    2022091909          3.2       0.0       0.0
BUF    2022091910          3.7       0.1       0.1
BUF    2022091911          4.9       0.0       0.1
BUF    2022091912          6.0       0.0       0.1
BUF    2022091913          6.5       0.0       0.1
BUF    2022091914          6.8       0.0       0.1
BUF    2022091915          7.0       0.0       0.1
BUF    2022091916          6.1       0.0       0.1
BUF    2022091917          3.9       0.0       0.1
BUF    2022091918          1.6       0.0       0.1
BUF    2022091919         -0.5       0.0       0.1
BUF    2022091920         -1.8       0.0       0.1
BUF    2022091921         -2.6       0.0       0.1
BUF    2022091922         -3.1       0.0       0.1
BUF    2022091923         -3.6       0.0       0.1
BUF    2022092000         -4.1       0.0       0.1
BUF    2022092001         -4.6       0.0       0.1
BUF    2022092002         -5.0       0.0       0.1
BUF    2022092003         -5.4       0.0       0.1
BUF    2022092004         -5.6       0.0       0.1
BUF    2022092005         -5.8       0.0       0.1
BUF    2022092006         -5.7       0.0       0.1
BUF    2022092007         -3.5       0.0       0.1
BUF    2022092008          1.3       0.0       0.1
BUF    2022092009          5.2       0.0       0.1
BUF    2022092010          6.9       0.0       0.0
BUF    2022092011          7.9       0.0       0.0
BUF    2022092012          8.7       0.0       0.0
BUF    2022092013          8.9       0.0       0.0
BUF    2022092014          9.0       0.0       0.0
BUF    2022092015          8.5       0.0       0.0
BUF    2022092016          7.5       0.0       0.0
BUF    2022092017          5.6       0.0       0.0
BUF    2022092018          3.2       0.0       0.0
BUF    2022092019          1.1       0.0       0.0
BUF    2022092020         -0.2       0.0       0.0
BUF    2022092021         -0.8       0.0       0.0
BUF    2022092022         -0.1       0.0       0.0
BUF    2022092023          1.1       0.0       0.0
BUF    2022092100          1.1       0.0       0.0
BUF    2022092101          1.2       0.0       0.0
BUF    2022092102          0.3       0.0       0.0
BUF    2022092103         -1.1       0.0       0.0
BUF    2022092104         -2.7       0.0       0.0
BUF    2022092105         -3.4       0.0       0.0
BUF    2022092106         -4.1       0.0       0.0
BUF    2022092107         -2.4       0.0       0.0
BUF    2022092108          1.4       0.0       0.0
BUF    2022092109          3.9       0.0       0.0
BUF    2022092110          5.9       0.0       0.0
BUF    2022092111          7.2       0.0       0.0
BUF    2022092112          8.3       0.0       0.0
BUF    2022092113          9.4       0.0       0.0
BUF    2022092114         10.2       0.0       0.0
BUF    2022092115          9.9       0.0       0.0
BUF    2022092116          8.6       0.0       0.0
BUF    2022092117          6.6       0.0       0.0
BUF    2022092118          3.4       0.0       0.0
BUF    2022092119          0.6       0.0       0.0
BUF    2022092120         -1.2       0.0       0.0
BUF    2022092121         -2.2       0.0       0.0
BUF    2022092122         -2.6       0.0       0.0
BUF    2022092123         -2.8       0.0       0.0
BUF    2022092200         -2.3       0.0       0.0
BUF    2022092201         -1.4       0.0       0.0
BUF    2022092202         -0.9       0.0       0.0
BUF    2022092203         -1.3       0.0       0.0
BUF    2022092204         -1.9       0.0       0.0
BUF    2022092205         -2.7       0.0       0.0
BUF    2022092206         -3.5       0.0       0.0
BUF    2022092207         -1.7       0.0       0.0
BUF    2022092208          2.7       0.0       0.0
BUF    2022092209          5.9       0.0       0.0
BUF    2022092210          8.6       0.0       0.0
BUF    2022092211          9.9       0.0       0.0
BUF    2022092212         10.5       0.0       0.0
BUF    2022092213         11.6       0.0       0.0
BUF    2022092214         11.9       0.0       0.0
BUF    2022092215         11.7       0.0       0.0
BUF    2022092216         10.6       0.0       0.0
BUF    2022092217          8.4       0.0       0.0
BUF    2022092218          5.0       0.0       0.0
BUF    2022092219          1.8       0.0       0.0
BUF    2022092220         -0.1       0.0       0.0
BUF    2022092221         -1.1       0.0       0.0
BUF    2022092222         -1.8       0.0       0.0
BUF    2022092223         -2.5       0.0       0.0
BUF    2022092300         -3.0       0.0       0.0
BUF    2022092301         -3.4       0.0       0.0
BUF    2022092302         -3.7       0.0       0.0
BUF    2022092303         -4.1       0.0       0.0
BUF    2022092304         -4.3       0.0       0.0
BUF    2022092305         -4.6       0.0       0.0
BUF    2022092306         -4.6       0.0       0.0
BUF    2022092307         -2.4       0.0       0.0
BUF    2022092308          2.5       0.0       0.0
BUF    2022092309          7.1       0.0       0.0
BUF    2022092310         10.9       0.0       0.0
BUF    2022092311         13.4       0.0       0.0
BUF    2022092312         14.3       0.0       0.0
BUF    2022092313         13.1       0.0       0.0
BUF    2022092314         11.5       0.0       0.0
BUF    2022092315         10.8       0.0       0.0
BUF    2022092316          9.2       0.0       0.0
BUF    2022092317          6.7       0.0       0.0
BUF    2022092318          5.5       0.0       0.0
BUF    2022092319          4.3       0.0       0.0
BUF    2022092320          3.0       0.0       0.0
BUF    2022092321          3.5       0.0       0.0
BUF    2022092322          1.7       0.0       0.0
BUF    2022092323          2.1       0.0       0.0
BUF    2022092400          3.2       0.0       0.0
BUF    2022092401          4.0       0.0       0.0
BUF    2022092402          4.4       0.0       0.0
BUF    2022092403          4.5       0.0       0.0
BUF    2022092404          4.4       0.0       0.0
BUF    2022092405          4.1       0.0       0.0
BUF    2022092406          3.8       0.0       0.0
BUF    2022092407          4.1       0.0       0.0
BUF    2022092408          4.5       0.0       0.0
BUF    2022092409          4.2       0.0       0.0
BUF    2022092410          5.3       0.0       0.0
BUF    2022092411          5.2       0.5       0.5
BUF    2022092412          4.5       0.4       0.9
BUF    2022092413          4.3       0.3       1.2
BUF    2022092414          4.2       0.4       1.6
BUF    2022092415          4.2       0.4       2.0
BUF    2022092416          3.9       0.2       2.2
BUF    2022092417          3.6       0.2       2.4
BUF    2022092418          3.4       0.1       2.5
BUF    2022092419          3.3       0.6       3.1
BUF    2022092420          3.3       0.2       3.3
BUF    2022092421          3.3       0.1       3.4
BUF    2022092422          3.3       0.0       3.4
BUF    2022092423          3.1       0.0       3.4
BUF    2022092500          3.3       0.0       3.4
BUF    2022092501          3.2       0.0       3.4
BUF    2022092502          3.0       0.0       3.4
BUF    2022092503          3.2       0.0       3.4
BUF    2022092504          3.3       0.0       3.4
BUF    2022092505          3.3       0.0       3.4
BUF    2022092506          3.2       0.1       3.5
BUF    2022092507          3.8       0.1       3.6
BUF    2022092508          4.9       0.0       3.6
BUF    2022092509          6.5       0.0       3.6
BUF    2022092510          7.1       0.0       3.6
BUF    2022092511          7.0       0.0       3.1
BUF    2022092512          7.3       0.0       2.7
BUF    2022092513          6.0       0.6       3.0
BUF    2022092514          6.6       0.0       2.6
BUF    2022092515          7.0       0.0       2.2
BUF    2022092516          5.0       3.1       5.1
BUF    2022092517          3.7       4.0       8.9
BUF    2022092518          2.5       2.3      11.1
BUF    2022092519          2.6       1.5      12.0
BUF    2022092520          2.0       2.0      13.8
BUF    2022092521          0.5       2.4      16.1
BUF    2022092522          0.2       1.9      18.0
BUF    2022092523          0.3       0.1      18.1
BUF    2022092600          0.4       0.1      18.2
BUF    2022092601          0.4       0.0      18.2
BUF    2022092602          0.1       0.0      18.2
BUF    2022092603         -0.2       0.0      18.2
BUF    2022092604         -0.5       0.0      18.2
BUF    2022092605         -0.5       0.0      18.2
BUF    2022092606         -0.9       0.0      18.1
BUF    2022092607         -0.4       0.0      18.0
BUF    2022092608          1.0       0.0      18.0
BUF    2022092609          3.5       0.0      18.0
BUF    2022092610          5.4       0.0      18.0
BUF    2022092611          6.7       0.0      18.0
BUF    2022092612          7.0       0.0      18.0
BUF    2022092613          7.4       0.0      17.4
BUF    2022092614          7.9       0.0      17.4
BUF    2022092615          7.2       0.0      17.4
BUF    2022092616          6.7       0.0      14.3
BUF    2022092617          5.9       0.0      10.3
BUF    2022092618          4.8       0.0       8.0
BUF    2022092619          4.2       0.0       6.5
BUF    2022092620          3.7       0.3       4.8
BUF    2022092621          3.2       0.0       2.4
BUF    2022092622          3.0       0.0       0.5
BUF    2022092623          2.8       0.0       0.4
BUF    2022092700          2.7       0.0       0.3
BUF    2022092701          2.6       0.0       0.3
BUF    2022092702          2.6       0.0       0.3
BUF    2022092703          2.6       0.2       0.5
BUF    2022092704          2.6       0.0       0.5
BUF    2022092705          1.7       1.1       1.6
BUF    2022092706          0.4       0.5       2.1
BUF    2022092707          1.0       0.0       2.1
BUF    2022092708          2.6       0.0       2.1
BUF    2022092709          3.2       0.1       2.2
BUF    2022092710          4.8       0.0       2.2
BUF    2022092711          5.5       0.0       2.2
BUF    2022092712          5.4       0.0       2.2
BUF    2022092713          5.0       0.0       2.2
BUF    2022092714          4.9       0.0       2.2
BUF    2022092715          4.6       0.0       2.2
BUF    2022092716          3.7       0.0       2.2
BUF    2022092717          3.2       0.0       2.2
BUF    2022092718          0.3       0.0       2.2
BUF    2022092719         -0.8       0.0       2.2
BUF    2022092720         -1.1       0.0       1.9
BUF    2022092721         -1.3       0.0       1.9
