ID,Longitude,Latitude,Temperature,Time,elevation
46723,13.5257073,52.4308268,7,2021-02-24T00:00:38Z,35
46723,13.5257073,52.4308268,7,2021-02-24T00:00:38Z,35
46723,13.5257073,52.4308213,7,2021-02-24T00:00:38Z,35
46723,13.5258068,52.4308609,6,2021-02-24T01:00:09Z,35
46723,13.5258068,52.4308609,6,2021-02-24T01:00:09Z,35
46723,13.5258068,52.4308609,6,2021-02-24T01:00:09Z,35
46723,13.5258205,52.4308558,6,2021-02-24T02:00:09Z,35
46723,13.5258171,52.4308543,6,2021-02-24T02:00:09Z,35
46723,13.5258171,52.4308543,6,2021-02-24T02:00:09Z,35
46723,13.5258354,52.4308247,5,2021-02-24T03:00:37Z,35
46723,13.5258354,52.4308247,5,2021-02-24T03:00:37Z,35
46723,13.5258354,52.4308247,5,2021-02-24T03:00:37Z,35
46723,13.5258491,52.4308798,5,2021-02-24T04:00:10Z,35
46723,13.5258491,52.4308743,5,2021-02-24T04:00:10Z,35
46723,13.5258491,52.4308798,5,2021-02-24T04:00:10Z,35
46723,13.5257954,52.4309208,6,2021-02-24T05:00:36Z,35
46723,13.5257988,52.4309277,6,2021-02-24T05:00:36Z,35
46723,13.5257954,52.4309208,6,2021-02-24T05:00:36Z,35
46723,13.5257851,52.4309439,7,2021-02-24T06:00:10Z,35
46723,13.5257816,52.4309424,7,2021-02-24T06:00:10Z,35
46723,13.5257816,52.4309424,7,2021-02-24T06:00:10Z,35
46723,13.5258097,52.4308479,11,2021-02-24T07:00:36Z,35
46723,13.5257988,52.430851,11,2021-02-24T07:00:36Z,35
46723,13.5258097,52.4308479,11,2021-02-24T07:00:36Z,35
46723,13.5258118,52.4308072,17,2021-02-24T08:00:10Z,35
46723,13.525801,52.4308103,17,2021-02-24T08:00:10Z,35
46723,13.5258118,52.4308072,17,2021-02-24T08:00:10Z,35
46723,13.5255299,52.430703,12,2021-03-03T10:00:57Z,35
46723,13.5255265,52.430696,12,2021-03-03T10:00:57Z,35
46723,13.5255265,52.430696,12,2021-03-03T10:00:57Z,35
46723,13.5255008,52.4309494,9,2021-03-03T11:01:46Z,34
46723,13.5255008,52.4309494,9,2021-03-03T11:01:46Z,34
46723,13.5254865,52.4309455,9,2021-03-03T11:01:46Z,34
46723,13.5254317,52.430974,11,2021-03-03T12:00:40Z,34
46723,13.5254351,52.430981,11,2021-03-03T12:00:40Z,34
46723,13.5254317,52.430974,11,2021-03-03T12:00:40Z,34
46723,13.5254642,52.4310195,12,2021-03-03T13:01:02Z,34
46723,13.52545,52.4310157,12,2021-03-03T13:01:02Z,34
46723,13.5254642,52.4310195,12,2021-03-03T13:01:02Z,34
46723,13.5255082,52.4308297,13,2021-03-03T14:00:38Z,35
46723,13.5255082,52.4308352,13,2021-03-03T14:00:38Z,35
46723,13.5255082,52.4308352,13,2021-03-03T14:00:38Z,35
46723,13.5255294,52.4308255,12,2021-03-03T15:00:05Z,35
46723,13.5255294,52.4308255,12,2021-03-03T15:00:05Z,35
46723,13.5255151,52.4308217,12,2021-03-03T15:00:05Z,35
46723,13.5256056,52.431732,10,2021-03-03T16:00:40Z,33
46723,13.5256164,52.4317289,10,2021-03-03T16:00:40Z,33
46723,13.5256164,52.4317289,10,2021-03-03T16:00:40Z,33
46723,13.5255791,52.4307795,8,2021-03-03T17:00:58Z,35
