X,time,X_acceleration,Y_acceleration,temperature_intern,temperature_extern,evation,rain_24
1,2020-01-01T00:00:00Z,0,0,8,-11.8,1542,0
2,2020-01-01T00:05:00Z,0,0,8,-11.8,1542,0
3,2020-01-01T00:10:00Z,0,0,8,-11.8,1542,0
4,2020-01-01T00:15:00Z,0,0,8,-11.8,1542,0
5,2020-01-01T00:20:00Z,0,0,8,-11.8,1542,0
6,2020-01-01T00:25:00Z,0,0,8,-11.8,1542,0
7,2020-01-01T00:30:00Z,0,0,8,-11.8,1542,0
8,2020-01-01T00:35:00Z,0,0,8,-11.8,1542,0
9,2020-01-01T00:40:00Z,0,0,8,-11.8,1542,0
10,2020-01-01T00:45:00Z,0,0,8,-11.8,1542,0
11,2020-01-01T00:50:00Z,0,0,8,-11.8,1542,0
12,2020-01-01T00:55:00Z,0,0,8,-11.8,1542,0
13,2020-01-01T01:00:00Z,0,0,8,-12.3,1542,0
14,2020-01-01T01:05:00Z,0,0,8,-12.3,1542,0
15,2020-01-01T01:10:00Z,0,0,8,-12.3,1542,0
16,2020-01-01T01:15:00Z,0,0,8,-12.3,1542,0
17,2020-01-01T01:20:00Z,0,0,8,-12.3,1542,0
18,2020-01-01T01:25:00Z,0,0,8,-12.3,1542,0
19,2020-01-01T01:35:00Z,0,0,8,-12.3,1542,0
20,2020-01-01T01:40:00Z,0,0,7,-12.3,1542,0
21,2020-01-01T01:45:00Z,0,0,7,-12.3,1542,0
22,2020-01-01T01:50:00Z,0,0,7,-12.3,1542,0
23,2020-01-01T01:55:00Z,0,0,6,-12.3,1542,0
24,2020-01-01T02:00:00Z,0,0,7,-13.1,1542,0
25,2020-01-01T02:05:00Z,0,0,7,-13.1,1542,0
26,2020-01-01T02:10:00Z,0,0,7,-13.1,1542,0
27,2020-01-01T02:15:00Z,0,0,7,-13.1,1542,0
28,2020-01-01T02:20:00Z,0,0,7,-13.1,1542,0
29,2020-01-01T02:25:00Z,0,0,7,-13.1,1542,0
30,2020-01-01T02:30:00Z,0,0,7,-13.1,1542,0
31,2020-01-01T02:35:00Z,0,0,7,-13.1,1542,0
32,2020-01-01T02:40:00Z,11,8,7,-13.1,1542,0
33,2020-01-01T02:45:00Z,58,59,7,-13.1,1542,0
34,2020-01-01T02:50:00Z,66,72,6,-13.1,1542,0
35,2020-01-01T02:55:00Z,28,32,6,-13.1,1542,0
36,2020-01-01T03:00:00Z,65,83,6,-13.4,1559,0
37,2020-01-01T03:05:00Z,48,21,6,-13.4,1559,0
38,2020-01-01T03:10:00Z,53,32,6,-13.4,1559,0
39,2020-01-01T03:15:00Z,44,26,6,-13.4,1559,0
40,2020-01-01T03:20:00Z,43,24,6,-13.4,1559,0
41,2020-01-01T03:25:00Z,52,51,6,-13.4,1559,0
42,2020-01-01T03:30:00Z,61,34,6,-13.4,1559,0
43,2020-01-01T03:35:00Z,59,17,5,-13.4,1559,0
44,2020-01-01T03:40:00Z,59,23,5,-13.4,1559,0
45,2020-01-01T03:45:00Z,58,31,5,-13.4,1559,0
46,2020-01-01T03:50:00Z,46,26,5,-13.4,1559,0
47,2020-01-01T03:55:00Z,47,21,6,-13.4,1559,0
48,2020-01-01T04:00:00Z,49,22,6,-13.6,1559,0
49,2020-01-01T04:05:00Z,40,25,6,-13.6,1559,0
50,2020-01-01T04:10:00Z,33,25,6,-13.6,1559,0
51,2020-01-01T04:15:00Z,26,22,6,-13.6,1559,0
52,2020-01-01T04:20:00Z,39,42,6,-13.6,1559,0
53,2020-01-01T04:25:00Z,22,22,6,-13.6,1559,0
54,2020-01-01T04:30:00Z,0,0,6,-13.6,1559,0
55,2020-01-01T04:35:00Z,0,0,6,-13.6,1559,0
56,2020-01-01T04:40:00Z,7,6,6,-13.6,1559,0
57,2020-01-01T04:45:00Z,0,0,6,-13.6,1559,0
58,2020-01-01T04:50:00Z,0,0,6,-13.6,1559,0
59,2020-01-01T04:55:00Z,0,0,6,-13.6,1559,0
60,2020-01-01T05:00:00Z,0,0,7,-14.2,1589,0
61,2020-01-01T05:05:00Z,0,0,7,-14.2,1589,0
62,2020-01-01T05:10:00Z,0,0,6,-14.2,1589,0
63,2020-01-01T05:15:00Z,0,0,6,-14.2,1589,0
64,2020-01-01T05:20:00Z,0,0,6,-14.2,1589,0
65,2020-01-01T05:25:00Z,0,0,6,-14.2,1589,0
66,2020-01-01T05:30:00Z,0,0,6,-14.2,1589,0
67,2020-01-01T05:35:00Z,0,0,6,-14.2,1589,0
68,2020-01-01T05:40:00Z,0,0,6,-14.2,1589,0
69,2020-01-01T05:45:00Z,0,0,6,-14.2,1589,0
70,2020-01-01T05:50:00Z,0,0,6,-14.2,1589,0
71,2020-01-01T05:55:00Z,0,0,6,-14.2,1589,0
72,2020-01-01T06:00:00Z,0,0,6,-14.7,1582,0
73,2020-01-01T06:05:00Z,5,4,6,-14.7,1582,0
74,2020-01-01T06:10:00Z,0,0,6,-14.7,1582,0
75,2020-01-01T06:15:00Z,0,0,6,-14.7,1582,0
76,2020-01-01T06:20:00Z,0,0,6,-14.7,1582,0
77,2020-01-01T06:25:00Z,0,0,6,-14.7,1582,0
78,2020-01-01T06:30:00Z,2,0,6,-14.7,1582,0
79,2020-01-01T06:35:00Z,41,45,6,-14.7,1582,0
80,2020-01-01T06:40:00Z,40,40,6,-14.7,1582,0
81,2020-01-01T06:45:00Z,30,28,5,-14.7,1582,0
82,2020-01-01T06:50:00Z,23,17,6,-14.7,1582,0
83,2020-01-01T06:55:00Z,28,23,6,-14.7,1582,0
84,2020-01-01T07:00:00Z,31,29,6,-15,1600,0
85,2020-01-01T07:05:00Z,43,37,6,-15,1600,0
86,2020-01-01T07:10:00Z,49,40,6,-15,1600,0
87,2020-01-01T07:15:00Z,38,36,6,-15,1600,0
88,2020-01-01T07:20:00Z,32,35,6,-15,1600,0
89,2020-01-01T07:25:00Z,28,30,6,-15,1600,0
90,2020-01-01T07:30:00Z,25,21,6,-15,1600,0
91,2020-01-01T07:35:00Z,31,24,7,-15,1600,0
92,2020-01-01T07:40:00Z,17,14,7,-15,1600,0
93,2020-01-01T07:50:00Z,0,0,7,-15,1600,0
94,2020-01-01T07:55:00Z,0,0,8,-15,1600,0
95,2020-01-01T08:00:00Z,0,0,8,-14.7,1640,0
96,2020-01-01T08:05:00Z,0,0,8,-14.7,1640,0
97,2020-01-01T08:10:00Z,0,0,8,-14.7,1640,0
98,2020-01-01T08:15:00Z,0,0,8,-14.7,1640,0
99,2020-01-01T08:20:00Z,0,0,8,-14.7,1640,0
100,2020-01-01T08:25:00Z,0,0,9,-14.7,1640,0
101,2020-01-01T08:30:00Z,0,0,9,-14.7,1640,0
102,2020-01-01T08:35:00Z,0,0,9,-14.7,1640,0
103,2020-01-01T08:40:00Z,0,0,9,-14.7,1640,0
104,2020-01-01T08:45:00Z,0,0,9,-14.7,1640,0
105,2020-01-01T08:50:00Z,0,0,9,-14.7,1640,0
106,2020-01-01T08:55:00Z,0,0,9,-14.7,1640,0
107,2020-01-01T09:00:00Z,0,0,9,-13.6,1640,0
108,2020-01-01T09:05:00Z,0,0,9,-13.6,1640,0
109,2020-01-01T09:10:00Z,0,0,9,-13.6,1640,0
110,2020-01-01T09:15:00Z,19,7,9,-13.6,1640,0
111,2020-01-01T09:20:00Z,0,0,9,-13.6,1640,0
112,2020-01-01T09:25:00Z,0,0,9,-13.6,1640,0
113,2020-01-01T09:30:00Z,0,0,8,-13.6,1640,0
114,2020-01-01T09:35:00Z,0,0,8,-13.6,1640,0
115,2020-01-01T09:40:00Z,0,0,8,-13.6,1640,0
116,2020-01-01T09:45:00Z,0,0,8,-13.6,1640,0
117,2020-01-01T09:50:00Z,0,0,8,-13.6,1640,0
118,2020-01-01T09:55:00Z,0,0,8,-13.6,1640,0
119,2020-01-01T10:00:00Z,0,0,8,-11.3,1640,0
120,2020-01-01T10:05:00Z,0,0,8,-11.3,1640,0
121,2020-01-01T10:10:00Z,0,0,8,-11.3,1640,0
122,2020-01-01T10:15:00Z,8,4,8,-11.3,1640,0
123,2020-01-01T10:20:00Z,19,17,8,-11.3,1640,0
124,2020-01-01T10:25:00Z,24,20,8,-11.3,1640,0
125,2020-01-01T10:30:00Z,42,33,8,-11.3,1640,0
126,2020-01-01T10:35:00Z,30,28,8,-11.3,1640,0
127,2020-01-01T10:40:00Z,40,37,8,-11.3,1640,0
128,2020-01-01T10:45:00Z,32,31,8,-11.3,1640,0
129,2020-01-01T10:50:00Z,23,19,7,-11.3,1640,0
130,2020-01-01T10:55:00Z,35,38,7,-11.3,1640,0
131,2020-01-01T11:00:00Z,32,27,8,-7.4,1661,0
132,2020-01-01T11:05:00Z,36,20,8,-7.4,1661,0
133,2020-01-01T11:10:00Z,34,32,8,-7.4,1661,0
134,2020-01-01T11:15:00Z,23,24,8,-7.4,1661,0
135,2020-01-01T11:20:00Z,4,8,9,-7.4,1661,0
136,2020-01-01T11:25:00Z,0,0,9,-7.4,1661,0
137,2020-01-01T11:30:00Z,0,0,9,-7.4,1661,0
138,2020-01-01T11:35:00Z,0,0,9,-7.4,1661,0
139,2020-01-01T11:40:00Z,0,0,9,-7.4,1661,0
140,2020-01-01T11:45:00Z,0,0,9,-7.4,1661,0
141,2020-01-01T11:50:00Z,0,0,9,-7.4,1661,0
142,2020-01-01T11:55:00Z,0,0,9,-7.4,1661,0
143,2020-01-01T12:00:00Z,0,0,10,-3.5,1671,0
144,2020-01-01T12:05:00Z,0,0,10,-3.5,1671,0
145,2020-01-01T12:10:00Z,0,0,10,-3.5,1671,0
146,2020-01-01T12:15:00Z,0,0,10,-3.5,1671,0
147,2020-01-01T12:20:00Z,0,0,10,-3.5,1671,0
148,2020-01-01T12:25:00Z,0,0,10,-3.5,1671,0
149,2020-01-01T12:30:00Z,10,13,10,-3.5,1671,0
150,2020-01-01T12:35:00Z,191,255,10,-3.5,1671,0
151,2020-01-01T12:40:00Z,110,162,9,-3.5,1671,0
152,2020-01-01T12:45:00Z,29,36,9,-3.5,1671,0
153,2020-01-01T12:50:00Z,0,0,10,-3.5,1671,0
154,2020-01-01T12:55:00Z,0,0,10,-3.5,1671,0
155,2020-01-01T13:00:00Z,0,0,10,-1.2,1802,0
156,2020-01-01T13:05:00Z,0,0,10,-1.2,1802,0
157,2020-01-01T13:10:00Z,0,0,10,-1.2,1802,0
158,2020-01-01T13:15:00Z,0,0,10,-1.2,1802,0
159,2020-01-01T13:20:00Z,1,1,10,-1.2,1802,0
160,2020-01-01T13:25:00Z,0,0,10,-1.2,1802,0
161,2020-01-01T13:30:00Z,0,0,10,-1.2,1802,0
162,2020-01-01T13:35:00Z,0,0,10,-1.2,1802,0
163,2020-01-01T13:40:00Z,0,0,10,-1.2,1802,0
164,2020-01-01T13:45:00Z,0,0,10,-1.2,1802,0
165,2020-01-01T13:50:00Z,0,0,11,-1.2,1802,0
166,2020-01-01T13:55:00Z,0,0,10,-1.2,1802,0
167,2020-01-01T14:05:00Z,0,0,10,-1.2,1802,0
168,2020-01-01T14:10:00Z,0,0,10,-1.2,1802,0
169,2020-01-01T14:15:00Z,0,0,10,-1.2,1802,0
170,2020-01-01T14:20:00Z,0,0,10,-1.2,1802,0
171,2020-01-01T14:25:00Z,0,0,10,-1.2,1802,0
172,2020-01-01T14:30:00Z,0,0,10,-1.2,1802,0
173,2020-01-01T14:35:00Z,13,15,10,-1.2,1802,0
174,2020-01-01T14:40:00Z,30,23,10,-1.2,1802,0
175,2020-01-01T14:45:00Z,29,26,10,-1.2,1802,0
176,2020-01-01T14:50:00Z,48,39,9,-1.2,1802,0
177,2020-01-01T14:55:00Z,43,32,9,-1.2,1802,0
178,2020-01-01T15:00:00Z,38,27,9,-4.7,1799,0
179,2020-01-01T15:05:00Z,48,44,9,-4.7,1799,0
180,2020-01-01T15:10:00Z,59,44,9,-4.7,1799,0
181,2020-01-01T15:15:00Z,55,34,9,-4.7,1799,0
182,2020-01-01T15:20:00Z,17,9,9,-4.7,1799,0
183,2020-01-01T15:25:00Z,37,35,9,-4.7,1799,0
184,2020-01-01T15:30:00Z,34,27,9,-4.7,1799,0
185,2020-01-01T15:35:00Z,43,34,9,-4.7,1799,0
186,2020-01-01T15:40:00Z,60,47,9,-4.7,1799,0
187,2020-01-01T15:45:00Z,30,30,9,-4.7,1799,0
188,2020-01-01T15:50:00Z,62,59,9,-4.7,1799,0
189,2020-01-01T15:55:00Z,59,47,9,-4.7,1799,0
190,2020-01-01T16:00:00Z,36,25,9,-7.5,1802,0
191,2020-01-01T16:05:00Z,39,28,9,-7.5,1802,0
192,2020-01-01T16:10:00Z,37,29,9,-7.5,1802,0
193,2020-01-01T16:15:00Z,45,31,8,-7.5,1802,0
194,2020-01-01T16:20:00Z,33,21,8,-7.5,1802,0
195,2020-01-01T16:25:00Z,38,31,8,-7.5,1802,0
196,2020-01-01T16:30:00Z,35,16,8,-7.5,1802,0
197,2020-01-01T16:35:00Z,39,30,8,-7.5,1802,0
198,2020-01-01T16:40:00Z,31,27,8,-7.5,1802,0
199,2020-01-01T16:45:00Z,38,25,8,-7.5,1802,0
200,2020-01-01T16:50:00Z,46,37,9,-7.5,1802,0
201,2020-01-01T16:55:00Z,49,22,9,-7.5,1802,0
202,2020-01-01T17:00:00Z,35,25,9,-9.3,1780,0
203,2020-01-01T17:05:00Z,25,22,9,-9.3,1780,0
204,2020-01-01T17:10:00Z,24,9,9,-9.3,1780,0
205,2020-01-01T17:15:00Z,20,5,9,-9.3,1780,0
206,2020-01-01T17:20:00Z,5,6,9,-9.3,1780,0
207,2020-01-01T17:25:00Z,0,0,10,-9.3,1780,0
208,2020-01-01T17:30:00Z,0,0,10,-9.3,1780,0
209,2020-01-01T17:35:00Z,0,0,10,-9.3,1780,0
210,2020-01-01T17:40:00Z,0,0,10,-9.3,1780,0
211,2020-01-01T17:45:00Z,0,0,10,-9.3,1780,0
212,2020-01-01T17:50:00Z,0,0,10,-9.3,1780,0
213,2020-01-01T17:55:00Z,0,0,11,-9.3,1780,0
214,2020-01-01T18:00:00Z,0,0,11,-10.4,1780,0
215,2020-01-01T18:05:00Z,0,0,11,-10.4,1780,0
216,2020-01-01T18:10:00Z,0,0,11,-10.4,1780,0
217,2020-01-01T18:15:00Z,0,0,11,-10.4,1780,0
218,2020-01-01T18:20:00Z,0,0,11,-10.4,1780,0
219,2020-01-01T18:25:00Z,0,0,10,-10.4,1780,0
220,2020-01-01T18:30:00Z,0,0,9,-10.4,1780,0
221,2020-01-01T18:35:00Z,0,0,8,-10.4,1780,0
222,2020-01-01T18:40:00Z,0,0,7,-10.4,1780,0
223,2020-01-01T18:45:00Z,0,0,6,-10.4,1780,0
224,2020-01-01T18:50:00Z,0,0,7,-10.4,1780,0
225,2020-01-01T18:55:00Z,0,0,7,-10.4,1780,0
226,2020-01-01T19:00:00Z,0,0,8,-11.1,1780,0
227,2020-01-01T19:05:00Z,0,0,8,-11.1,1780,0
228,2020-01-01T19:10:00Z,0,0,9,-11.1,1780,0
229,2020-01-01T19:15:00Z,0,0,9,-11.1,1780,0
230,2020-01-01T19:20:00Z,0,0,9,-11.1,1780,0
231,2020-01-01T19:25:00Z,0,0,10,-11.1,1780,0
232,2020-01-01T19:30:00Z,0,0,9,-11.1,1780,0
233,2020-01-01T19:35:00Z,0,0,8,-11.1,1780,0
234,2020-01-01T19:40:00Z,0,0,7,-11.1,1780,0
235,2020-01-01T19:45:00Z,0,0,6,-11.1,1780,0
236,2020-01-01T19:50:00Z,0,0,5,-11.1,1780,0
237,2020-01-01T19:55:00Z,0,0,5,-11.1,1780,0
238,2020-01-01T20:00:00Z,0,0,6,-11.6,1780,0
239,2020-01-01T20:05:00Z,0,0,6,-11.6,1780,0
240,2020-01-01T20:10:00Z,0,0,7,-11.6,1780,0
241,2020-01-01T20:15:00Z,0,0,7,-11.6,1780,0
242,2020-01-01T20:20:00Z,8,5,8,-11.6,1780,0
243,2020-01-01T20:30:00Z,25,10,8,-11.6,1780,0
244,2020-01-01T20:35:00Z,16,9,8,-11.6,1780,0
245,2020-01-01T20:40:00Z,6,2,8,-11.6,1780,0
246,2020-01-01T20:45:00Z,0,0,8,-11.6,1780,0
247,2020-01-01T20:50:00Z,0,0,8,-11.6,1780,0
248,2020-01-01T20:55:00Z,0,0,8,-11.6,1780,0
249,2020-01-01T21:00:00Z,0,0,8,-11.9,1780,0
250,2020-01-01T21:05:00Z,0,0,9,-11.9,1780,0
251,2020-01-01T21:10:00Z,0,0,8,-11.9,1780,0
252,2020-01-01T21:15:00Z,0,0,8,-11.9,1780,0
253,2020-01-01T21:20:00Z,0,0,7,-11.9,1780,0
254,2020-01-01T21:25:00Z,0,0,7,-11.9,1780,0
255,2020-01-01T21:30:00Z,0,0,7,-11.9,1780,0
256,2020-01-01T21:35:00Z,0,0,7,-11.9,1780,0
257,2020-01-01T21:40:00Z,0,0,7,-11.9,1780,0
258,2020-01-01T21:45:00Z,0,0,7,-11.9,1780,0
259,2020-01-01T21:50:00Z,0,0,7,-11.9,1780,0
260,2020-01-01T21:55:00Z,0,0,7,-11.9,1780,0
261,2020-01-01T22:00:00Z,0,0,8,-12.5,1780,0
262,2020-01-01T22:05:00Z,0,0,8,-12.5,1780,0
263,2020-01-01T22:10:00Z,0,0,8,-12.5,1780,0
264,2020-01-01T22:15:00Z,0,0,8,-12.5,1780,0
265,2020-01-01T22:20:00Z,0,0,8,-12.5,1780,0
266,2020-01-01T22:25:00Z,0,0,8,-12.5,1780,0
267,2020-01-01T22:30:00Z,4,1,8,-12.5,1780,0
268,2020-01-01T22:35:00Z,29,34,9,-12.5,1780,0
269,2020-01-01T22:40:00Z,41,30,8,-12.5,1780,0
270,2020-01-01T22:45:00Z,40,24,8,-12.5,1780,0
271,2020-01-01T22:50:00Z,38,27,8,-12.5,1780,0
272,2020-01-01T22:55:00Z,42,41,8,-12.5,1780,0
273,2020-01-01T23:00:00Z,48,37,8,-13.1,1758,0
274,2020-01-01T23:05:00Z,31,30,8,-13.1,1758,0
275,2020-01-01T23:10:00Z,28,18,8,-13.1,1758,0
276,2020-01-01T23:15:00Z,46,45,8,-13.1,1758,0
277,2020-01-01T23:20:00Z,74,80,8,-13.1,1758,0
278,2020-01-01T23:25:00Z,35,34,8,-13.1,1758,0
279,2020-01-01T23:30:00Z,42,47,7,-13.1,1758,0
280,2020-01-01T23:35:00Z,38,20,8,-13.1,1758,0
281,2020-01-01T23:40:00Z,21,14,8,-13.1,1758,0
282,2020-01-01T23:45:00Z,27,25,8,-13.1,1758,0
283,2020-01-01T23:50:00Z,20,18,8,-13.1,1758,0
284,2020-01-01T23:55:00Z,27,23,9,-13.1,1758,0
285,2020-01-02T00:00:00Z,35,22,9,-13.1,1777,0
286,2020-01-02T00:05:00Z,33,15,9,-13.1,1777,0
287,2020-01-02T00:10:00Z,33,18,9,-13.1,1777,0
288,2020-01-02T00:15:00Z,41,29,9,-13.1,1777,0
289,2020-01-02T00:20:00Z,19,18,8,-13.1,1777,0
290,2020-01-02T00:25:00Z,31,21,8,-13.1,1777,0
291,2020-01-02T00:30:00Z,29,16,8,-13.1,1777,0
292,2020-01-02T00:35:00Z,31,14,8,-13.1,1777,0
293,2020-01-02T00:40:00Z,33,29,8,-13.1,1777,0
294,2020-01-02T00:45:00Z,28,24,8,-13.1,1777,0
295,2020-01-02T00:50:00Z,37,33,8,-13.1,1777,0
296,2020-01-02T00:55:00Z,41,26,7,-13.1,1777,0
297,2020-01-02T01:00:00Z,40,28,7,-13.3,1739,0
298,2020-01-02T01:05:00Z,26,19,7,-13.3,1739,0
299,2020-01-02T01:10:00Z,38,19,7,-13.3,1739,0
300,2020-01-02T01:15:00Z,42,22,7,-13.3,1739,0
301,2020-01-02T01:20:00Z,27,12,7,-13.3,1739,0
302,2020-01-02T01:25:00Z,24,12,7,-13.3,1739,0
303,2020-01-02T01:30:00Z,0,0,7,-13.3,1739,0
304,2020-01-02T01:35:00Z,0,0,8,-13.3,1739,0
305,2020-01-02T01:40:00Z,0,0,8,-13.3,1739,0
306,2020-01-02T01:45:00Z,0,0,8,-13.3,1739,0
307,2020-01-02T01:50:00Z,0,0,8,-13.3,1739,0
308,2020-01-02T01:55:00Z,0,0,8,-13.3,1739,0
309,2020-01-02T02:00:00Z,0,0,8,-13.3,1739,0
310,2020-01-02T02:05:00Z,0,0,8,-13.3,1739,0
311,2020-01-02T02:10:00Z,0,0,8,-13.3,1739,0
312,2020-01-02T02:15:00Z,0,0,8,-13.3,1739,0
313,2020-01-02T02:20:00Z,0,0,8,-13.3,1739,0
314,2020-01-02T02:25:00Z,0,0,8,-13.3,1739,0
315,2020-01-02T02:30:00Z,0,0,8,-13.3,1739,0
316,2020-01-02T02:35:00Z,0,0,7,-13.3,1739,0
317,2020-01-02T02:40:00Z,0,0,7,-13.3,1739,0
318,2020-01-02T02:50:00Z,0,0,7,-13.3,1739,0
319,2020-01-02T02:55:00Z,0,0,7,-13.3,1739,0
320,2020-01-02T03:00:00Z,0,0,7,-13.8,1739,0
321,2020-01-02T03:05:00Z,0,0,7,-13.8,1739,0
322,2020-01-02T03:10:00Z,0,0,7,-13.8,1739,0
323,2020-01-02T03:15:00Z,0,0,7,-13.8,1739,0
324,2020-01-02T03:20:00Z,0,0,6,-13.8,1739,0
325,2020-01-02T03:25:00Z,0,0,6,-13.8,1739,0
326,2020-01-02T03:30:00Z,0,0,7,-13.8,1739,0
327,2020-01-02T03:35:00Z,0,0,7,-13.8,1739,0
328,2020-01-02T03:40:00Z,0,0,7,-13.8,1739,0
329,2020-01-02T03:45:00Z,0,0,7,-13.8,1739,0
330,2020-01-02T03:50:00Z,0,0,7,-13.8,1739,0
331,2020-01-02T03:55:00Z,0,0,7,-13.8,1739,0
332,2020-01-02T04:00:00Z,0,0,7,-14.3,1739,0
333,2020-01-02T04:05:00Z,0,0,7,-14.3,1739,0
334,2020-01-02T04:10:00Z,12,5,7,-14.3,1739,0
335,2020-01-02T04:15:00Z,31,22,7,-14.3,1739,0
336,2020-01-02T04:20:00Z,31,22,7,-14.3,1739,0
337,2020-01-02T04:25:00Z,37,25,7,-14.3,1739,0
338,2020-01-02T04:30:00Z,37,26,7,-14.3,1739,0
339,2020-01-02T04:35:00Z,30,18,7,-14.3,1739,0
340,2020-01-02T04:40:00Z,41,18,7,-14.3,1739,0
341,2020-01-02T04:45:00Z,39,27,7,-14.3,1739,0
342,2020-01-02T04:50:00Z,39,27,7,-14.3,1739,0
343,2020-01-02T04:55:00Z,47,14,7,-14.3,1739,0
344,2020-01-02T05:00:00Z,41,30,7,-14.4,1739,0
345,2020-01-02T05:05:00Z,56,27,8,-14.4,1739,0
346,2020-01-02T05:10:00Z,34,24,8,-14.4,1739,0
347,2020-01-02T05:15:00Z,40,22,8,-14.4,1739,0
348,2020-01-02T05:20:00Z,29,12,7,-14.4,1739,0
349,2020-01-02T05:25:00Z,33,16,8,-14.4,1739,0
350,2020-01-02T05:30:00Z,31,17,8,-14.4,1739,0
351,2020-01-02T05:35:00Z,32,23,8,-14.4,1739,0
352,2020-01-02T05:40:00Z,28,12,8,-14.4,1739,0
353,2020-01-02T05:45:00Z,39,23,8,-14.4,1739,0
354,2020-01-02T05:50:00Z,29,19,8,-14.4,1739,0
355,2020-01-02T05:55:00Z,31,12,8,-14.4,1739,0
356,2020-01-02T06:00:00Z,43,23,8,-14.5,1739,0
357,2020-01-02T06:05:00Z,38,29,7,-14.5,1739,0
358,2020-01-02T06:10:00Z,31,28,7,-14.5,1739,0
359,2020-01-02T06:15:00Z,47,36,8,-14.5,1739,0
360,2020-01-02T06:20:00Z,48,37,8,-14.5,1739,0
361,2020-01-02T06:25:00Z,41,32,8,-14.5,1739,0
362,2020-01-02T06:30:00Z,52,38,8,-14.5,1739,0
363,2020-01-02T06:35:00Z,48,38,8,-14.5,1739,0
364,2020-01-02T06:40:00Z,41,41,8,-14.5,1739,0
365,2020-01-02T06:45:00Z,42,38,8,-14.5,1739,0
366,2020-01-02T06:50:00Z,48,59,8,-14.5,1739,0
367,2020-01-02T06:55:00Z,44,47,7,-14.5,1739,0
368,2020-01-02T07:00:00Z,24,21,7,-14.4,1768,0
369,2020-01-02T07:05:00Z,24,20,7,-14.4,1768,0
370,2020-01-02T07:10:00Z,43,26,7,-14.4,1768,0
371,2020-01-02T07:15:00Z,26,19,7,-14.4,1768,0
372,2020-01-02T07:20:00Z,27,21,7,-14.4,1768,0
373,2020-01-02T07:25:00Z,26,22,7,-14.4,1768,0
374,2020-01-02T07:30:00Z,27,19,8,-14.4,1768,0
375,2020-01-02T07:35:00Z,32,33,8,-14.4,1768,0
376,2020-01-02T07:40:00Z,44,34,7,-14.4,1768,0
377,2020-01-02T07:45:00Z,28,31,8,-14.4,1768,0
378,2020-01-02T07:50:00Z,6,7,8,-14.4,1768,0
379,2020-01-02T07:55:00Z,0,0,8,-14.4,1768,0
380,2020-01-02T08:00:00Z,0,0,8,-14.5,1768,0
381,2020-01-02T08:05:00Z,0,0,9,-14.5,1768,0
382,2020-01-02T08:10:00Z,0,0,9,-14.5,1768,0
383,2020-01-02T08:15:00Z,0,0,9,-14.5,1768,0
384,2020-01-02T08:20:00Z,0,0,9,-14.5,1768,0
385,2020-01-02T08:25:00Z,0,0,9,-14.5,1768,0
386,2020-01-02T08:30:00Z,0,0,9,-14.5,1768,0
387,2020-01-02T08:35:00Z,0,0,9,-14.5,1768,0
388,2020-01-02T08:40:00Z,0,0,9,-14.5,1768,0
389,2020-01-02T08:45:00Z,0,0,9,-14.5,1768,0
390,2020-01-02T08:55:00Z,0,0,9,-14.5,1768,0
391,2020-01-02T09:00:00Z,0,0,9,-13.6,1768,0
392,2020-01-02T09:05:00Z,0,0,9,-13.6,1768,0
393,2020-01-02T09:10:00Z,0,0,9,-13.6,1768,0
394,2020-01-02T09:15:00Z,0,0,9,-13.6,1768,0
395,2020-01-02T09:20:00Z,0,0,9,-13.6,1768,0
396,2020-01-02T09:25:00Z,0,0,9,-13.6,1768,0
397,2020-01-02T09:30:00Z,0,0,9,-13.6,1768,0
398,2020-01-02T09:35:00Z,0,0,9,-13.6,1768,0
399,2020-01-02T09:40:00Z,0,0,9,-13.6,1768,0
400,2020-01-02T09:45:00Z,0,0,9,-13.6,1768,0
401,2020-01-02T09:50:00Z,0,0,9,-13.6,1768,0
402,2020-01-02T09:55:00Z,0,0,10,-13.6,1768,0
403,2020-01-02T10:00:00Z,0,0,10,-9.8,1732,0
404,2020-01-02T10:05:00Z,0,0,10,-9.8,1732,0
405,2020-01-02T10:10:00Z,0,0,10,-9.8,1732,0
406,2020-01-02T10:15:00Z,12,11,10,-9.8,1732,0
407,2020-01-02T10:20:00Z,0,0,10,-9.8,1732,0
408,2020-01-02T10:25:00Z,0,0,10,-9.8,1732,0
409,2020-01-02T10:30:00Z,0,0,10,-9.8,1732,0
410,2020-01-02T10:35:00Z,0,0,10,-9.8,1732,0
411,2020-01-02T10:40:00Z,0,0,9,-9.8,1732,0
412,2020-01-02T10:45:00Z,0,0,9,-9.8,1732,0
413,2020-01-02T10:50:00Z,0,0,9,-9.8,1732,0
414,2020-01-02T10:55:00Z,0,0,9,-9.8,1732,0
415,2020-01-02T11:00:00Z,0,0,9,-5.1,1732,0
416,2020-01-02T11:05:00Z,0,0,9,-5.1,1732,0
417,2020-01-02T11:10:00Z,0,0,9,-5.1,1732,0
418,2020-01-02T11:15:00Z,0,0,9,-5.1,1732,0
419,2020-01-02T11:20:00Z,0,0,9,-5.1,1732,0
420,2020-01-02T11:25:00Z,0,0,9,-5.1,1732,0
421,2020-01-02T11:30:00Z,0,0,9,-5.1,1732,0
422,2020-01-02T11:35:00Z,0,0,9,-5.1,1732,0
423,2020-01-02T11:40:00Z,0,0,9,-5.1,1732,0
