Longitude,Latitude,Time,elevation
10.1164273858956,46.764573264611,2020-03-01T08:00:42Z,1486
10.1164627773287,46.7646667468304,2020-03-01T09:00:15Z,1486
10.1164609595883,46.7645439195221,2020-03-01T10:00:42Z,1486
10.1173053263804,46.7644206957159,2020-03-01T11:00:18Z,1490
10.117433257355,46.7643816549626,2020-03-01T12:00:42Z,1490
10.1290292813472,46.7617802768339,2020-03-01T13:01:04Z,1683
10.1283166041482,46.7621348227618,2020-03-01T14:00:36Z,1666
10.1276554309682,46.7622183207228,2020-03-01T15:00:16Z,1671
10.1272256461292,46.7614626207383,2020-03-01T16:00:38Z,1702
10.1272675187069,46.7615485869277,2020-03-01T17:01:06Z,1702
10.1274129053504,46.761459680571,2020-03-01T18:00:42Z,1702
10.1274625874791,46.7614000177006,2020-03-01T19:00:42Z,1702
10.1273420598824,46.7615160647933,2020-03-01T20:00:17Z,1702
10.1261619031049,46.7613938306799,2020-03-01T21:00:42Z,1691
10.1244103223754,46.7611676667099,2020-03-01T22:01:04Z,1698
10.1239888721688,46.761309619753,2020-03-01T23:00:36Z,1651
10.1238986930345,46.7613669660535,2020-03-02T00:00:11Z,1651
10.1241011353887,46.7613508473284,2020-03-02T01:00:24Z,1661
10.1239345789451,46.7613748641503,2020-03-02T02:00:42Z,1651
10.123876146951,46.7614463706702,2020-03-02T03:00:11Z,1651
10.1245092419304,46.761215526217,2020-03-02T04:00:42Z,1661
10.1245143033043,46.7611490168871,2020-03-02T05:00:12Z,1698
10.126240121056,46.7614329286899,2020-03-02T06:00:21Z,1691
10.1282194284859,46.7611194128953,2020-03-02T07:00:57Z,1728
10.1269393413575,46.7595327085275,2020-03-02T08:00:42Z,1801
10.1268560707408,46.7595169942949,2020-03-02T09:00:14Z,1801
10.1267746324307,46.7594007990468,2020-03-02T10:00:42Z,1839
10.1267746324307,46.7594007990468,2020-03-02T11:00:13Z,1839
10.1269683293017,46.7595643791342,2020-03-02T12:00:42Z,1801
10.1268845897889,46.7595895911471,2020-03-02T13:00:42Z,1801
10.1268491682126,46.7595469324196,2020-03-02T14:00:42Z,1801
10.12564609635,46.7598083235975,2020-03-02T15:00:11Z,1799
10.1237707904064,46.7611703801161,2020-03-02T16:00:42Z,1687
10.1245143033043,46.7611859806421,2020-03-02T17:01:02Z,1698
