Product Type: Litetrack Iridium-150
Product ID: 91037
Firmware Version: V8.92.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites
07.06.2019 08:01:09,47.1113287,10.6686246,0.24,70,26.5,4,3
07.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,33.0,0,0
07.06.2019 16:01:06,47.1054674,10.6641916,1050.59,66,32.5,3.6,5
07.06.2019 20:01:08,47.1029380,10.6653095,1022.52,70,26.0,4.2,4
07.06.2019 22:00:33,47.0956264,10.6698550,987.60,34,16.5,1.8,5
08.06.2019 00:00:32,47.0948574,10.6695517,987.88,33,15.5,7.4,3
08.06.2019 04:00:54,47.0882592,10.6641514,0.03,70,18.5,8.8,3
08.06.2019 08:01:10,0.0000000,0.0000000,0.00,70,26.5,0,0
08.06.2019 12:01:05,47.0978661,10.6658195,939.09,65,30.0,1.6,5
08.06.2019 16:00:53,47.1008338,10.6721197,0.43,70,29.0,4.2,3
08.06.2019 20:01:01,47.0978923,10.6657023,932.29,62,27.5,3.8,5
08.06.2019 22:00:35,47.0946843,10.6721656,1069.94,36,13.5,0.8,9
09.06.2019 00:01:10,47.0975652,10.6662620,807.74,70,13.5,3.4,4
09.06.2019 04:01:08,47.0978983,10.6658302,920.74,70,15.5,2.6,4
09.06.2019 08:01:08,47.1014442,10.6692006,0.16,70,26.0,3.6,3
09.06.2019 12:01:06,47.0978555,10.6658308,947.02,67,28.5,1.6,5
09.06.2019 16:00:34,47.0979212,10.6659904,923.85,36,31.5,2.8,5
09.06.2019 20:00:54,47.0951246,10.6668898,953.45,55,28.5,1.6,6
09.06.2019 22:00:04,47.0933764,10.6739270,1068.58,6,14.0,7.2,4
10.06.2019 00:00:36,47.0921211,10.6740364,1083.64,37,14.5,1.8,5
10.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,17.5,0,0
10.06.2019 08:01:04,47.1002573,10.6698995,-0.09,70,27.5,3.4,3
10.06.2019 12:01:10,47.0966486,10.6724538,0.07,70,27.5,3.4,3
10.06.2019 16:00:33,47.0977247,10.6660306,940.05,35,29.0,2.6,5
10.06.2019 20:01:03,47.0945921,10.6687418,967.52,65,20.0,4.6,5
10.06.2019 22:00:35,47.0925718,10.6742988,1101.22,36,15.5,1.8,7
11.06.2019 00:00:34,47.0945971,10.6717893,1068.04,36,17.0,2.2,6
11.06.2019 04:01:07,47.0959314,10.6715900,1068.03,70,17.5,2.6,4
11.06.2019 08:00:34,47.1059481,10.6638262,1070.54,36,31.5,3,5
11.06.2019 12:01:07,47.1061057,10.6635125,1052.91,70,31.0,1.6,4
11.06.2019 16:01:06,47.1060874,10.6635140,1065.71,68,27.5,2.2,5
11.06.2019 20:01:02,47.1067872,10.6685654,-0.27,70,22.0,2,3
11.06.2019 22:01:10,0.0000000,0.0000000,0.00,70,15.0,0,0
12.06.2019 00:01:06,47.0941004,10.6707510,956.90,65,13.5,2.8,5
12.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,13.5,0,0
12.06.2019 08:01:10,0.0000000,0.0000000,0.00,70,27.0,0,0
12.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,32.0,0,0
12.06.2019 16:00:33,47.1061336,10.6637948,1063.67,33,31.5,2.8,5
