Product Type: Litetrack Iridium-150
Product ID: 91038
Firmware Version: V8.92.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites
21.06.2019 20:01:09,46.6411457,10.1852993,1913.54,70,15.5,2.2,4
21.06.2019 22:00:51,46.6411642,10.1850936,1911.60,51,22.0,1.6,5
22.06.2019 00:00:35,46.6410604,10.1854390,1882.61,34,19.5,1.4,6
22.06.2019 04:00:38,46.6292129,10.1966797,0.15,70,24.5,5.6,3
22.06.2019 08:00:33,46.6411180,10.1852429,1895.82,33,14.5,2,5
22.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,29.0,0,0
22.06.2019 16:01:05,46.6405721,10.1855470,1856.87,64,19.5,3.4,6
22.06.2019 20:00:33,46.6410158,10.1851664,1914.81,33,16.5,2.8,5
22.06.2019 22:00:37,46.6409726,10.1850913,1890.46,37,23.0,3.2,4
23.06.2019 00:01:03,46.6408968,10.1851747,1903.92,63,19.5,1.6,5
23.06.2019 04:00:59,46.6411057,10.1852208,1899.86,59,20.0,2.6,5
23.06.2019 08:01:10,46.6409884,10.1851744,1898.43,70,24.5,6,4
23.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,17.5,0,0
23.06.2019 16:00:34,46.6408835,10.1859879,1924.57,35,24.0,1.6,5
23.06.2019 20:00:33,46.6629030,10.2065886,1839.70,34,11.0,1,9
23.06.2019 22:00:18,46.6586576,10.1904107,1940.05,19,10.0,5,4
24.06.2019 00:01:10,0.0000000,0.0000000,0.00,70,9.5,0,0
24.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,9.5,0,0
24.06.2019 08:00:35,46.6407998,10.1850228,1887.98,35,24.0,1.2,7
24.06.2019 12:00:33,46.6411469,10.1851648,1906.54,34,31.0,2.4,6
24.06.2019 16:00:35,46.6411263,10.1851463,1915.58,35,30.0,1.2,7
24.06.2019 20:00:33,46.6408242,10.1856242,1830.39,34,27.5,7.8,5
24.06.2019 22:00:32,46.6431291,10.1920182,1830.44,33,14.0,2.8,3
25.06.2019 00:00:33,46.6633788,10.2078765,1846.14,34,9.0,1.8,5
25.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,10.5,0,0
25.06.2019 08:00:57,46.6410885,10.1852324,1890.66,58,18.0,1.8,5
25.06.2019 12:01:08,46.6393576,10.1801131,1718.94,70,29.0,5.2,4
25.06.2019 16:01:10,0.0000000,0.0000000,0.00,70,29.5,0,0
25.06.2019 20:00:33,46.6409995,10.1852093,1894.51,34,24.5,1.8,6
25.06.2019 22:00:33,46.6383582,10.1799716,1713.85,34,11.5,1.6,5
26.06.2019 00:01:10,46.6410682,10.1852162,1898.30,70,22.5,2.6,4
26.06.2019 04:01:08,46.6274720,10.1834938,0.00,70,23.0,5,3
26.06.2019 08:01:10,46.6376150,10.1916470,69.81,70,27.0,1.8,4
26.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,25.5,0,0
26.06.2019 16:01:10,0.0000000,0.0000000,0.00,70,28.0,0,0
26.06.2019 20:01:07,46.6487343,10.1990324,1481.31,70,17.5,2.6,4
26.06.2019 22:01:10,0.0000000,0.0000000,0.00,70,15.5,0,0
27.06.2019 00:01:10,0.0000000,0.0000000,0.00,70,14.0,0,0
27.06.2019 04:00:59,46.6409997,10.1852116,1893.11,60,22.0,1.2,5
