id_activity;id_collar;acquisition_time;scts;origin_code;activity_mode_code;activity_mode_dt;activity_1;activity_2;temperature;activity_3
42517710;16961;2020-01-01T00:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517713;16961;2020-01-01T00:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517716;16961;2020-01-01T00:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517719;16961;2020-01-01T00:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517727;16961;2020-01-01T00:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517730;16961;2020-01-01T00:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517734;16961;2020-01-01T00:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517736;16961;2020-01-01T00:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517738;16961;2020-01-01T00:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517745;16961;2020-01-01T00:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517750;16961;2020-01-01T00:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517753;16961;2020-01-01T00:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517756;16961;2020-01-01T01:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517762;16961;2020-01-01T01:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517764;16961;2020-01-01T01:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517770;16961;2020-01-01T01:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517772;16961;2020-01-01T01:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517774;16961;2020-01-01T01:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517776;16961;2020-01-01T01:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517781;16961;2020-01-01T01:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517787;16961;2020-01-01T01:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517790;16961;2020-01-01T01:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517795;16961;2020-01-01T01:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517797;16961;2020-01-01T02:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517800;16961;2020-01-01T02:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517805;16961;2020-01-01T02:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517806;16961;2020-01-01T02:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517810;16961;2020-01-01T02:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517812;16961;2020-01-01T02:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517814;16961;2020-01-01T02:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517816;16961;2020-01-01T02:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517819;16961;2020-01-01T02:40:00Z;2021-04-01T07:13:12Z;C;1;300;11;8;7;
42517823;16961;2020-01-01T02:45:00Z;2021-04-01T07:13:12Z;C;1;300;58;59;7;
42517825;16961;2020-01-01T02:50:00Z;2021-04-01T07:13:12Z;C;1;300;66;72;6;
42517833;16961;2020-01-01T02:55:00Z;2021-04-01T07:13:12Z;C;1;300;28;32;6;
42517835;16961;2020-01-01T03:00:00Z;2021-04-01T07:13:12Z;C;1;300;65;83;6;
42517839;16961;2020-01-01T03:05:00Z;2021-04-01T07:13:12Z;C;1;300;48;21;6;
42517841;16961;2020-01-01T03:10:00Z;2021-04-01T07:13:12Z;C;1;300;53;32;6;
42517850;16961;2020-01-01T03:15:00Z;2021-04-01T07:13:12Z;C;1;300;44;26;6;
42517852;16961;2020-01-01T03:20:00Z;2021-04-01T07:13:12Z;C;1;300;43;24;6;
42517853;16961;2020-01-01T03:25:00Z;2021-04-01T07:13:12Z;C;1;300;52;51;6;
42517856;16961;2020-01-01T03:30:00Z;2021-04-01T07:13:12Z;C;1;300;61;34;6;
42517861;16961;2020-01-01T03:35:00Z;2021-04-01T07:13:12Z;C;1;300;59;17;5;
42517865;16961;2020-01-01T03:40:00Z;2021-04-01T07:13:12Z;C;1;300;59;23;5;
42517869;16961;2020-01-01T03:45:00Z;2021-04-01T07:13:12Z;C;1;300;58;31;5;
42517871;16961;2020-01-01T03:50:00Z;2021-04-01T07:13:12Z;C;1;300;46;26;5;
42517877;16961;2020-01-01T03:55:00Z;2021-04-01T07:13:12Z;C;1;300;47;21;6;
42517880;16961;2020-01-01T04:00:00Z;2021-04-01T07:13:12Z;C;1;300;49;22;6;
42517882;16961;2020-01-01T04:05:00Z;2021-04-01T07:13:12Z;C;1;300;40;25;6;
42517887;16961;2020-01-01T04:10:00Z;2021-04-01T07:13:12Z;C;1;300;33;25;6;
42517896;16961;2020-01-01T04:15:00Z;2021-04-01T07:13:12Z;C;1;300;26;22;6;
42517898;16961;2020-01-01T04:20:00Z;2021-04-01T07:13:12Z;C;1;300;39;42;6;
42517901;16961;2020-01-01T04:25:00Z;2021-04-01T07:13:12Z;C;1;300;22;22;6;
42517903;16961;2020-01-01T04:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517905;16961;2020-01-01T04:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517907;16961;2020-01-01T04:40:00Z;2021-04-01T07:13:12Z;C;1;300;7;6;6;
42517909;16961;2020-01-01T04:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517915;16961;2020-01-01T04:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517919;16961;2020-01-01T04:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517927;16961;2020-01-01T05:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517929;16961;2020-01-01T05:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517933;16961;2020-01-01T05:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517934;16961;2020-01-01T05:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517939;16961;2020-01-01T05:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517941;16961;2020-01-01T05:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517944;16961;2020-01-01T05:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517946;16961;2020-01-01T05:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517949;16961;2020-01-01T05:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517951;16961;2020-01-01T05:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517956;16961;2020-01-01T05:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517961;16961;2020-01-01T05:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517966;16961;2020-01-01T06:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517967;16961;2020-01-01T06:05:00Z;2021-04-01T07:13:12Z;C;1;300;5;4;6;
42517973;16961;2020-01-01T06:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517974;16961;2020-01-01T06:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517978;16961;2020-01-01T06:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517979;16961;2020-01-01T06:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517986;16961;2020-01-01T06:30:00Z;2021-04-01T07:13:12Z;C;1;300;2;0;6;
42517996;16961;2020-01-01T06:35:00Z;2021-04-01T07:13:12Z;C;1;300;41;45;6;
42518001;16961;2020-01-01T06:40:00Z;2021-04-01T07:13:12Z;C;1;300;40;40;6;
42518006;16961;2020-01-01T06:45:00Z;2021-04-01T07:13:12Z;C;1;300;30;28;5;
42518011;16961;2020-01-01T06:50:00Z;2021-04-01T07:13:12Z;C;1;300;23;17;6;
42518018;16961;2020-01-01T06:55:00Z;2021-04-01T07:13:12Z;C;1;300;28;23;6;
42518020;16961;2020-01-01T07:00:00Z;2021-04-01T07:13:12Z;C;1;300;31;29;6;
42518023;16961;2020-01-01T07:05:00Z;2021-04-01T07:13:12Z;C;1;300;43;37;6;
42518027;16961;2020-01-01T07:10:00Z;2021-04-01T07:13:12Z;C;1;300;49;40;6;
42518035;16961;2020-01-01T07:15:00Z;2021-04-01T07:13:12Z;C;1;300;38;36;6;
42518038;16961;2020-01-01T07:20:00Z;2021-04-01T07:13:12Z;C;1;300;32;35;6;
42518041;16961;2020-01-01T07:25:00Z;2021-04-01T07:13:12Z;C;1;300;28;30;6;
42518050;16961;2020-01-01T07:30:00Z;2021-04-01T07:13:12Z;C;1;300;25;21;6;
42518054;16961;2020-01-01T07:35:00Z;2021-04-01T07:13:12Z;C;1;300;31;24;7;
42518056;16961;2020-01-01T07:40:00Z;2021-04-01T07:13:12Z;C;1;300;17;14;7;
42518059;16961;2020-01-01T07:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517261;16961;2020-01-01T07:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517263;16961;2020-01-01T08:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517264;16961;2020-01-01T08:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517268;16961;2020-01-01T08:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517271;16961;2020-01-01T08:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517273;16961;2020-01-01T08:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517275;16961;2020-01-01T08:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517278;16961;2020-01-01T08:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517286;16961;2020-01-01T08:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517289;16961;2020-01-01T08:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517299;16961;2020-01-01T08:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517301;16961;2020-01-01T08:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517303;16961;2020-01-01T08:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517306;16961;2020-01-01T09:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517309;16961;2020-01-01T09:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517311;16961;2020-01-01T09:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517314;16961;2020-01-01T09:15:00Z;2021-04-01T07:13:12Z;C;1;300;19;7;9;
42517322;16961;2020-01-01T09:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517324;16961;2020-01-01T09:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517327;16961;2020-01-01T09:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517329;16961;2020-01-01T09:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517330;16961;2020-01-01T09:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517334;16961;2020-01-01T09:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517336;16961;2020-01-01T09:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517346;16961;2020-01-01T09:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517348;16961;2020-01-01T10:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517352;16961;2020-01-01T10:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517354;16961;2020-01-01T10:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517356;16961;2020-01-01T10:15:00Z;2021-04-01T07:13:12Z;C;1;300;8;4;8;
42517367;16961;2020-01-01T10:20:00Z;2021-04-01T07:13:12Z;C;1;300;19;17;8;
42517373;16961;2020-01-01T10:25:00Z;2021-04-01T07:13:12Z;C;1;300;24;20;8;
42517375;16961;2020-01-01T10:30:00Z;2021-04-01T07:13:12Z;C;1;300;42;33;8;
42517380;16961;2020-01-01T10:35:00Z;2021-04-01T07:13:12Z;C;1;300;30;28;8;
42517384;16961;2020-01-01T10:40:00Z;2021-04-01T07:13:12Z;C;1;300;40;37;8;
42517386;16961;2020-01-01T10:45:00Z;2021-04-01T07:13:12Z;C;1;300;32;31;8;
42517389;16961;2020-01-01T10:50:00Z;2021-04-01T07:13:12Z;C;1;300;23;19;7;
42517391;16961;2020-01-01T10:55:00Z;2021-04-01T07:13:12Z;C;1;300;35;38;7;
42517393;16961;2020-01-01T11:00:00Z;2021-04-01T07:13:12Z;C;1;300;32;27;8;
42517405;16961;2020-01-01T11:05:00Z;2021-04-01T07:13:12Z;C;1;300;36;20;8;
42517412;16961;2020-01-01T11:10:00Z;2021-04-01T07:13:12Z;C;1;300;34;32;8;
42517416;16961;2020-01-01T11:15:00Z;2021-04-01T07:13:12Z;C;1;300;23;24;8;
42517419;16961;2020-01-01T11:20:00Z;2021-04-01T07:13:12Z;C;1;300;4;8;9;
42517423;16961;2020-01-01T11:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517425;16961;2020-01-01T11:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517428;16961;2020-01-01T11:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517430;16961;2020-01-01T11:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517433;16961;2020-01-01T11:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517436;16961;2020-01-01T11:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517442;16961;2020-01-01T11:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517444;16961;2020-01-01T12:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517450;16961;2020-01-01T12:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517453;16961;2020-01-01T12:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517460;16961;2020-01-01T12:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517467;16961;2020-01-01T12:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517472;16961;2020-01-01T12:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517479;16961;2020-01-01T12:30:00Z;2021-04-01T07:13:12Z;C;1;300;10;13;10;
42517482;16961;2020-01-01T12:35:00Z;2021-04-01T07:13:12Z;C;1;300;191;255;10;
42517484;16961;2020-01-01T12:40:00Z;2021-04-01T07:13:12Z;C;1;300;110;162;9;
42517491;16961;2020-01-01T12:45:00Z;2021-04-01T07:13:12Z;C;1;300;29;36;9;
42517493;16961;2020-01-01T12:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517496;16961;2020-01-01T12:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517499;16961;2020-01-01T13:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517503;16961;2020-01-01T13:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517506;16961;2020-01-01T13:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517512;16961;2020-01-01T13:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517515;16961;2020-01-01T13:20:00Z;2021-04-01T07:13:12Z;C;1;300;1;1;10;
42517517;16961;2020-01-01T13:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517520;16961;2020-01-01T13:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517523;16961;2020-01-01T13:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517532;16961;2020-01-01T13:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517537;16961;2020-01-01T13:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517549;16961;2020-01-01T13:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517553;16961;2020-01-01T13:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517556;16961;2020-01-01T14:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517559;16961;2020-01-01T14:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517562;16961;2020-01-01T14:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517569;16961;2020-01-01T14:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517573;16961;2020-01-01T14:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517580;16961;2020-01-01T14:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517586;16961;2020-01-01T14:35:00Z;2021-04-01T07:13:12Z;C;1;300;13;15;10;
42517591;16961;2020-01-01T14:40:00Z;2021-04-01T07:13:12Z;C;1;300;30;23;10;
42517595;16961;2020-01-01T14:45:00Z;2021-04-01T07:13:12Z;C;1;300;29;26;10;
42517596;16961;2020-01-01T14:50:00Z;2021-04-01T07:13:12Z;C;1;300;48;39;9;
42517599;16961;2020-01-01T14:55:00Z;2021-04-01T07:13:12Z;C;1;300;43;32;9;
42517601;16961;2020-01-01T15:00:00Z;2021-04-01T07:13:12Z;C;1;300;38;27;9;
42517611;16961;2020-01-01T15:05:00Z;2021-04-01T07:13:12Z;C;1;300;48;44;9;
42517623;16961;2020-01-01T15:10:00Z;2021-04-01T07:13:12Z;C;1;300;59;44;9;
42517631;16961;2020-01-01T15:15:00Z;2021-04-01T07:13:12Z;C;1;300;55;34;9;
42517632;16961;2020-01-01T15:20:00Z;2021-04-01T07:13:12Z;C;1;300;17;9;9;
42517634;16961;2020-01-01T15:25:00Z;2021-04-01T07:13:12Z;C;1;300;37;35;9;
42517637;16961;2020-01-01T15:30:00Z;2021-04-01T07:13:12Z;C;1;300;34;27;9;
42517641;16961;2020-01-01T15:35:00Z;2021-04-01T07:13:12Z;C;1;300;43;34;9;
42517646;16961;2020-01-01T15:40:00Z;2021-04-01T07:13:12Z;C;1;300;60;47;9;
42517651;16961;2020-01-01T15:45:00Z;2021-04-01T07:13:12Z;C;1;300;30;30;9;
42517653;16961;2020-01-01T15:50:00Z;2021-04-01T07:13:12Z;C;1;300;62;59;9;
42517658;16961;2020-01-01T15:55:00Z;2021-04-01T07:13:12Z;C;1;300;59;47;9;
42517664;16961;2020-01-01T16:00:00Z;2021-04-01T07:13:12Z;C;1;300;36;25;9;
42517666;16961;2020-01-01T16:05:00Z;2021-04-01T07:13:12Z;C;1;300;39;28;9;
42517668;16961;2020-01-01T16:10:00Z;2021-04-01T07:13:12Z;C;1;300;37;29;9;
42517672;16961;2020-01-01T16:15:00Z;2021-04-01T07:13:12Z;C;1;300;45;31;8;
42517675;16961;2020-01-01T16:20:00Z;2021-04-01T07:13:12Z;C;1;300;33;21;8;
42517679;16961;2020-01-01T16:25:00Z;2021-04-01T07:13:12Z;C;1;300;38;31;8;
42517681;16961;2020-01-01T16:30:00Z;2021-04-01T07:13:12Z;C;1;300;35;16;8;
42517689;16961;2020-01-01T16:35:00Z;2021-04-01T07:13:12Z;C;1;300;39;30;8;
42517695;16961;2020-01-01T16:40:00Z;2021-04-01T07:13:12Z;C;1;300;31;27;8;
42517697;16961;2020-01-01T16:45:00Z;2021-04-01T07:13:12Z;C;1;300;38;25;8;
42517698;16961;2020-01-01T16:50:00Z;2021-04-01T07:13:12Z;C;1;300;46;37;9;
42517703;16961;2020-01-01T16:55:00Z;2021-04-01T07:13:12Z;C;1;300;49;22;9;
42517705;16961;2020-01-01T17:00:00Z;2021-04-01T07:13:12Z;C;1;300;35;25;9;
42517711;16961;2020-01-01T17:05:00Z;2021-04-01T07:13:12Z;C;1;300;25;22;9;
42517714;16961;2020-01-01T17:10:00Z;2021-04-01T07:13:12Z;C;1;300;24;9;9;
42517717;16961;2020-01-01T17:15:00Z;2021-04-01T07:13:12Z;C;1;300;20;5;9;
42517722;16961;2020-01-01T17:20:00Z;2021-04-01T07:13:12Z;C;1;300;5;6;9;
42517728;16961;2020-01-01T17:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517733;16961;2020-01-01T17:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517739;16961;2020-01-01T17:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517742;16961;2020-01-01T17:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517744;16961;2020-01-01T17:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517746;16961;2020-01-01T17:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517749;16961;2020-01-01T17:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517752;16961;2020-01-01T18:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517759;16961;2020-01-01T18:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517766;16961;2020-01-01T18:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517767;16961;2020-01-01T18:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517773;16961;2020-01-01T18:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42517775;16961;2020-01-01T18:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517779;16961;2020-01-01T18:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517784;16961;2020-01-01T18:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517786;16961;2020-01-01T18:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517788;16961;2020-01-01T18:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517792;16961;2020-01-01T18:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517798;16961;2020-01-01T18:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517801;16961;2020-01-01T19:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517803;16961;2020-01-01T19:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517807;16961;2020-01-01T19:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517818;16961;2020-01-01T19:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517821;16961;2020-01-01T19:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517827;16961;2020-01-01T19:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42517828;16961;2020-01-01T19:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517834;16961;2020-01-01T19:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517836;16961;2020-01-01T19:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517837;16961;2020-01-01T19:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517840;16961;2020-01-01T19:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;5;
42517842;16961;2020-01-01T19:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;5;
42517845;16961;2020-01-01T20:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517847;16961;2020-01-01T20:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42517849;16961;2020-01-01T20:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517857;16961;2020-01-01T20:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517864;16961;2020-01-01T20:20:00Z;2021-04-01T07:13:12Z;C;1;300;8;5;8;
42517868;16961;2020-01-01T20:30:00Z;2021-04-01T07:13:12Z;C;1;300;25;10;8;
42517873;16961;2020-01-01T20:35:00Z;2021-04-01T07:13:12Z;C;1;300;16;9;8;
42517876;16961;2020-01-01T20:40:00Z;2021-04-01T07:13:12Z;C;1;300;6;2;8;
42517878;16961;2020-01-01T20:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517881;16961;2020-01-01T20:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517883;16961;2020-01-01T20:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517885;16961;2020-01-01T21:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517888;16961;2020-01-01T21:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42517890;16961;2020-01-01T21:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517893;16961;2020-01-01T21:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517894;16961;2020-01-01T21:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517902;16961;2020-01-01T21:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517908;16961;2020-01-01T21:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517910;16961;2020-01-01T21:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517914;16961;2020-01-01T21:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517917;16961;2020-01-01T21:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517920;16961;2020-01-01T21:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517924;16961;2020-01-01T21:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42517928;16961;2020-01-01T22:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517937;16961;2020-01-01T22:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517942;16961;2020-01-01T22:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517945;16961;2020-01-01T22:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517955;16961;2020-01-01T22:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517959;16961;2020-01-01T22:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42517963;16961;2020-01-01T22:30:00Z;2021-04-01T07:13:12Z;C;1;300;4;1;8;
42517970;16961;2020-01-01T22:35:00Z;2021-04-01T07:13:12Z;C;1;300;29;34;9;
42517975;16961;2020-01-01T22:40:00Z;2021-04-01T07:13:12Z;C;1;300;41;30;8;
42517976;16961;2020-01-01T22:45:00Z;2021-04-01T07:13:12Z;C;1;300;40;24;8;
42517981;16961;2020-01-01T22:50:00Z;2021-04-01T07:13:12Z;C;1;300;38;27;8;
42517991;16961;2020-01-01T22:55:00Z;2021-04-01T07:13:12Z;C;1;300;42;41;8;
42517994;16961;2020-01-01T23:00:00Z;2021-04-01T07:13:12Z;C;1;300;48;37;8;
42517995;16961;2020-01-01T23:05:00Z;2021-04-01T07:13:12Z;C;1;300;31;30;8;
42518000;16961;2020-01-01T23:10:00Z;2021-04-01T07:13:12Z;C;1;300;28;18;8;
42518008;16961;2020-01-01T23:15:00Z;2021-04-01T07:13:12Z;C;1;300;46;45;8;
42518010;16961;2020-01-01T23:20:00Z;2021-04-01T07:13:12Z;C;1;300;74;80;8;
42518015;16961;2020-01-01T23:25:00Z;2021-04-01T07:13:12Z;C;1;300;35;34;8;
