id_activity;id_collar;acquisition_time;scts;origin_code;activity_mode_code;activity_mode_dt;activity_1;activity_2;temperature;activity_3
42525902;16961;2020-03-26T08:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525904;16961;2020-03-26T08:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525912;16961;2020-03-26T08:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525914;16961;2020-03-26T08:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525916;16961;2020-03-26T08:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525922;16961;2020-03-26T08:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525927;16961;2020-03-26T09:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;6;
42525931;16961;2020-03-26T09:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42525934;16961;2020-03-26T09:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42525936;16961;2020-03-26T09:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525942;16961;2020-03-26T09:20:00Z;2021-04-01T07:13:12Z;C;1;300;6;0;8;
42525945;16961;2020-03-26T09:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42525948;16961;2020-03-26T09:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42525949;16961;2020-03-26T09:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42525952;16961;2020-03-26T09:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525960;16961;2020-03-26T09:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525962;16961;2020-03-26T09:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42525969;16961;2020-03-26T09:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;7;
42525971;16961;2020-03-26T10:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525977;16961;2020-03-26T10:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525982;16961;2020-03-26T10:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;8;
42525986;16961;2020-03-26T10:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42525989;16961;2020-03-26T10:20:00Z;2021-04-01T07:13:12Z;C;1;300;12;8;9;
42525996;16961;2020-03-26T10:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42525999;16961;2020-03-26T10:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42526002;16961;2020-03-26T10:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526005;16961;2020-03-26T10:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526010;16961;2020-03-26T10:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42526016;16961;2020-03-26T10:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42526020;16961;2020-03-26T10:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42526024;16961;2020-03-26T11:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42526030;16961;2020-03-26T11:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526033;16961;2020-03-26T11:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526035;16961;2020-03-26T11:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526041;16961;2020-03-26T11:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42526044;16961;2020-03-26T11:25:00Z;2021-04-01T07:13:12Z;C;1;300;17;12;11;
42526048;16961;2020-03-26T11:30:00Z;2021-04-01T07:13:12Z;C;1;300;34;28;11;
42526049;16961;2020-03-26T11:35:00Z;2021-04-01T07:13:12Z;C;1;300;44;25;11;
42526053;16961;2020-03-26T11:40:00Z;2021-04-01T07:13:12Z;C;1;300;47;28;11;
42526055;16961;2020-03-26T11:45:00Z;2021-04-01T07:13:12Z;C;1;300;22;12;11;
42526058;16961;2020-03-26T11:50:00Z;2021-04-01T07:13:12Z;C;1;300;8;4;12;
42526061;16961;2020-03-26T11:55:00Z;2021-04-01T07:13:12Z;C;1;300;24;18;12;
42526065;16961;2020-03-26T12:00:00Z;2021-04-01T07:13:12Z;C;1;300;24;15;12;
42528174;16961;2020-03-26T12:10:00Z;2021-04-01T07:13:12Z;C;1;300;5;1;12;
42528177;16961;2020-03-26T12:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528182;16961;2020-03-26T12:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528185;16961;2020-03-26T12:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528189;16961;2020-03-26T12:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528190;16961;2020-03-26T12:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528194;16961;2020-03-26T12:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528196;16961;2020-03-26T12:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528204;16961;2020-03-26T12:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528207;16961;2020-03-26T12:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528213;16961;2020-03-26T13:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528215;16961;2020-03-26T13:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528220;16961;2020-03-26T13:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528222;16961;2020-03-26T13:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528227;16961;2020-03-26T13:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528230;16961;2020-03-26T13:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528232;16961;2020-03-26T13:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528238;16961;2020-03-26T13:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528243;16961;2020-03-26T13:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528250;16961;2020-03-26T13:45:00Z;2021-04-01T07:13:12Z;C;1;300;16;7;12;
42528257;16961;2020-03-26T13:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528259;16961;2020-03-26T13:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528262;16961;2020-03-26T14:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528263;16961;2020-03-26T14:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528265;16961;2020-03-26T14:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;13;
42528267;16961;2020-03-26T14:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;14;
42528269;16961;2020-03-26T14:20:00Z;2021-04-01T07:13:12Z;C;1;300;18;28;14;
42528272;16961;2020-03-26T14:25:00Z;2021-04-01T07:13:12Z;C;1;300;42;41;13;
42528276;16961;2020-03-26T14:30:00Z;2021-04-01T07:13:12Z;C;1;300;43;40;12;
42528278;16961;2020-03-26T14:35:00Z;2021-04-01T07:13:12Z;C;1;300;42;27;12;
42528281;16961;2020-03-26T14:40:00Z;2021-04-01T07:13:12Z;C;1;300;51;44;12;
42528284;16961;2020-03-26T14:45:00Z;2021-04-01T07:13:12Z;C;1;300;56;71;12;
42528291;16961;2020-03-26T14:50:00Z;2021-04-01T07:13:12Z;C;1;300;38;16;12;
42528295;16961;2020-03-26T14:55:00Z;2021-04-01T07:13:12Z;C;1;300;42;27;12;
42528298;16961;2020-03-26T15:00:00Z;2021-04-01T07:13:12Z;C;1;300;74;82;13;
42528301;16961;2020-03-26T15:05:00Z;2021-04-01T07:13:12Z;C;1;300;74;70;14;
42528303;16961;2020-03-26T15:10:00Z;2021-04-01T07:13:12Z;C;1;300;72;60;14;
42528307;16961;2020-03-26T15:15:00Z;2021-04-01T07:13:12Z;C;1;300;53;44;14;
42528314;16961;2020-03-26T15:20:00Z;2021-04-01T07:13:12Z;C;1;300;54;40;14;
42528317;16961;2020-03-26T15:25:00Z;2021-04-01T07:13:12Z;C;1;300;41;32;14;
42528320;16961;2020-03-26T15:30:00Z;2021-04-01T07:13:12Z;C;1;300;19;20;15;
42528323;16961;2020-03-26T15:35:00Z;2021-04-01T07:13:12Z;C;1;300;42;45;15;
42528327;16961;2020-03-26T15:40:00Z;2021-04-01T07:13:12Z;C;1;300;5;3;15;
42528329;16961;2020-03-26T15:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;15;
42528331;16961;2020-03-26T15:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;16;
42528337;16961;2020-03-26T15:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;16;
42528341;16961;2020-03-26T16:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;16;
42528348;16961;2020-03-26T16:05:00Z;2021-04-01T07:13:12Z;C;1;300;17;14;16;
42528352;16961;2020-03-26T16:10:00Z;2021-04-01T07:13:12Z;C;1;300;80;94;16;
42528354;16961;2020-03-26T16:15:00Z;2021-04-01T07:13:12Z;C;1;300;60;54;15;
42528360;16961;2020-03-26T16:20:00Z;2021-04-01T07:13:12Z;C;1;300;26;29;15;
42528363;16961;2020-03-26T16:25:00Z;2021-04-01T07:13:12Z;C;1;300;77;76;15;
42528365;16961;2020-03-26T16:30:00Z;2021-04-01T07:13:12Z;C;1;300;80;85;14;
42528369;16961;2020-03-26T16:35:00Z;2021-04-01T07:13:12Z;C;1;300;51;60;14;
42528381;16961;2020-03-26T16:40:00Z;2021-04-01T07:13:12Z;C;1;300;49;54;14;
42528385;16961;2020-03-26T16:45:00Z;2021-04-01T07:13:12Z;C;1;300;73;74;13;
42528389;16961;2020-03-26T16:50:00Z;2021-04-01T07:13:12Z;C;1;300;60;40;13;
42528391;16961;2020-03-26T16:55:00Z;2021-04-01T07:13:12Z;C;1;300;65;53;13;
42528393;16961;2020-03-26T17:00:00Z;2021-04-01T07:13:12Z;C;1;300;83;48;13;
42528401;16961;2020-03-26T17:05:00Z;2021-04-01T07:13:12Z;C;1;300;48;61;13;
42528403;16961;2020-03-26T17:10:00Z;2021-04-01T07:13:12Z;C;1;300;51;43;13;
42528407;16961;2020-03-26T17:15:00Z;2021-04-01T07:13:12Z;C;1;300;62;37;13;
42528415;16961;2020-03-26T17:20:00Z;2021-04-01T07:13:12Z;C;1;300;68;55;12;
42528424;16961;2020-03-26T17:25:00Z;2021-04-01T07:13:12Z;C;1;300;55;37;12;
42528431;16961;2020-03-26T17:30:00Z;2021-04-01T07:13:12Z;C;1;300;44;35;12;
42528435;16961;2020-03-26T17:35:00Z;2021-04-01T07:13:12Z;C;1;300;54;46;12;
42528437;16961;2020-03-26T17:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528443;16961;2020-03-26T17:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528448;16961;2020-03-26T17:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528449;16961;2020-03-26T17:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528453;16961;2020-03-26T18:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528457;16961;2020-03-26T18:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528460;16961;2020-03-26T18:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528466;16961;2020-03-26T18:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528470;16961;2020-03-26T18:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528474;16961;2020-03-26T18:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528481;16961;2020-03-26T18:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528484;16961;2020-03-26T18:40:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528489;16961;2020-03-26T18:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528491;16961;2020-03-26T18:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528493;16961;2020-03-26T18:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528497;16961;2020-03-26T19:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528501;16961;2020-03-26T19:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528504;16961;2020-03-26T19:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528506;16961;2020-03-26T19:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528509;16961;2020-03-26T19:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528512;16961;2020-03-26T19:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528519;16961;2020-03-26T19:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528525;16961;2020-03-26T19:35:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528529;16961;2020-03-26T19:40:00Z;2021-04-01T07:13:12Z;C;1;300;5;2;9;
42528535;16961;2020-03-26T19:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528543;16961;2020-03-26T19:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528545;16961;2020-03-26T19:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528551;16961;2020-03-26T20:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528556;16961;2020-03-26T20:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528560;16961;2020-03-26T20:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;9;
42528563;16961;2020-03-26T20:15:00Z;2021-04-01T07:13:12Z;C;1;300;30;37;9;
42528566;16961;2020-03-26T20:20:00Z;2021-04-01T07:13:12Z;C;1;300;115;136;9;
42528569;16961;2020-03-26T20:25:00Z;2021-04-01T07:13:12Z;C;1;300;130;174;10;
42528572;16961;2020-03-26T20:30:00Z;2021-04-01T07:13:12Z;C;1;300;153;186;10;
42528586;16961;2020-03-26T20:35:00Z;2021-04-01T07:13:12Z;C;1;300;99;111;10;
42528589;16961;2020-03-26T20:40:00Z;2021-04-01T07:13:12Z;C;1;300;97;96;10;
42528590;16961;2020-03-26T20:45:00Z;2021-04-01T07:13:12Z;C;1;300;78;63;10;
42528594;16961;2020-03-26T20:50:00Z;2021-04-01T07:13:12Z;C;1;300;68;71;10;
42528597;16961;2020-03-26T20:55:00Z;2021-04-01T07:13:12Z;C;1;300;112;142;10;
42528599;16961;2020-03-26T21:00:00Z;2021-04-01T07:13:12Z;C;1;300;112;151;10;
42528605;16961;2020-03-26T21:05:00Z;2021-04-01T07:13:12Z;C;1;300;114;153;10;
42528610;16961;2020-03-26T21:10:00Z;2021-04-01T07:13:12Z;C;1;300;90;111;10;
42528613;16961;2020-03-26T21:15:00Z;2021-04-01T07:13:12Z;C;1;300;78;75;10;
42528615;16961;2020-03-26T21:20:00Z;2021-04-01T07:13:12Z;C;1;300;67;57;10;
42528621;16961;2020-03-26T21:25:00Z;2021-04-01T07:13:12Z;C;1;300;81;69;10;
42528625;16961;2020-03-26T21:30:00Z;2021-04-01T07:13:12Z;C;1;300;80;72;10;
42528627;16961;2020-03-26T21:35:00Z;2021-04-01T07:13:12Z;C;1;300;79;84;9;
42528629;16961;2020-03-26T21:40:00Z;2021-04-01T07:13:12Z;C;1;300;76;80;9;
42528642;16961;2020-03-26T21:45:00Z;2021-04-01T07:13:12Z;C;1;300;84;84;9;
42528646;16961;2020-03-26T21:50:00Z;2021-04-01T07:13:12Z;C;1;300;76;73;9;
42528649;16961;2020-03-26T21:55:00Z;2021-04-01T07:13:12Z;C;1;300;87;82;9;
42528652;16961;2020-03-26T22:00:00Z;2021-04-01T07:13:12Z;C;1;300;76;80;9;
42528659;16961;2020-03-26T22:05:00Z;2021-04-01T07:13:12Z;C;1;300;87;83;9;
42528666;16961;2020-03-26T22:10:00Z;2021-04-01T07:13:12Z;C;1;300;76;74;9;
42528672;16961;2020-03-26T22:15:00Z;2021-04-01T07:13:12Z;C;1;300;65;66;9;
42528676;16961;2020-03-26T22:20:00Z;2021-04-01T07:13:12Z;C;1;300;78;84;9;
42528680;16961;2020-03-26T22:25:00Z;2021-04-01T07:13:12Z;C;1;300;77;75;10;
42528684;16961;2020-03-26T22:30:00Z;2021-04-01T07:13:12Z;C;1;300;96;133;10;
42528691;16961;2020-03-26T22:35:00Z;2021-04-01T07:13:12Z;C;1;300;88;111;10;
42528693;16961;2020-03-26T22:40:00Z;2021-04-01T07:13:12Z;C;1;300;86;99;10;
42528700;16961;2020-03-26T22:45:00Z;2021-04-01T07:13:12Z;C;1;300;94;109;10;
42528702;16961;2020-03-26T22:50:00Z;2021-04-01T07:13:12Z;C;1;300;86;78;10;
42528707;16961;2020-03-26T22:55:00Z;2021-04-01T07:13:12Z;C;1;300;90;90;9;
42528712;16961;2020-03-26T23:00:00Z;2021-04-01T07:13:12Z;C;1;300;100;89;10;
42528718;16961;2020-03-26T23:05:00Z;2021-04-01T07:13:12Z;C;1;300;88;83;10;
42528724;16961;2020-03-26T23:10:00Z;2021-04-01T07:13:12Z;C;1;300;88;80;9;
42528730;16961;2020-03-26T23:15:00Z;2021-04-01T07:13:12Z;C;1;300;85;108;9;
42528735;16961;2020-03-26T23:20:00Z;2021-04-01T07:13:12Z;C;1;300;89;77;9;
42528738;16961;2020-03-26T23:25:00Z;2021-04-01T07:13:12Z;C;1;300;74;75;8;
42528744;16961;2020-03-26T23:30:00Z;2021-04-01T07:13:12Z;C;1;300;76;76;8;
42528747;16961;2020-03-26T23:35:00Z;2021-04-01T07:13:12Z;C;1;300;84;81;7;
42528751;16961;2020-03-26T23:40:00Z;2021-04-01T07:13:12Z;C;1;300;75;85;8;
42528758;16961;2020-03-26T23:45:00Z;2021-04-01T07:13:12Z;C;1;300;104;126;8;
42528765;16961;2020-03-26T23:50:00Z;2021-04-01T07:13:12Z;C;1;300;86;99;7;
42528768;16961;2020-03-26T23:55:00Z;2021-04-01T07:13:12Z;C;1;300;95;89;7;
42528769;16961;2020-03-27T00:00:00Z;2021-04-01T07:13:12Z;C;1;300;94;88;7;
42528773;16961;2020-03-27T00:10:00Z;2021-04-01T07:13:12Z;C;1;300;94;98;8;
42528775;16961;2020-03-27T00:15:00Z;2021-04-01T07:13:12Z;C;1;300;81;78;8;
42528780;16961;2020-03-27T00:20:00Z;2021-04-01T07:13:12Z;C;1;300;93;98;8;
42528784;16961;2020-03-27T00:25:00Z;2021-04-01T07:13:12Z;C;1;300;102;97;8;
42528790;16961;2020-03-27T00:30:00Z;2021-04-01T07:13:12Z;C;1;300;87;97;8;
42528796;16961;2020-03-27T00:35:00Z;2021-04-01T07:13:12Z;C;1;300;75;84;8;
42528800;16961;2020-03-27T00:40:00Z;2021-04-01T07:13:12Z;C;1;300;88;99;8;
42528803;16961;2020-03-27T00:45:00Z;2021-04-01T07:13:12Z;C;1;300;93;90;7;
42528805;16961;2020-03-27T00:50:00Z;2021-04-01T07:13:12Z;C;1;300;77;75;7;
42528808;16961;2020-03-27T00:55:00Z;2021-04-01T07:13:12Z;C;1;300;78;63;7;
42528809;16961;2020-03-27T01:00:00Z;2021-04-01T07:13:12Z;C;1;300;80;71;7;
42528814;16961;2020-03-27T01:05:00Z;2021-04-01T07:13:12Z;C;1;300;88;107;7;
42528818;16961;2020-03-27T01:10:00Z;2021-04-01T07:13:12Z;C;1;300;74;89;7;
42528825;16961;2020-03-27T01:15:00Z;2021-04-01T07:13:12Z;C;1;300;78;64;8;
42528827;16961;2020-03-27T01:20:00Z;2021-04-01T07:13:12Z;C;1;300;65;67;8;
42528832;16961;2020-03-27T01:25:00Z;2021-04-01T07:13:12Z;C;1;300;107;90;7;
42528836;16961;2020-03-27T01:30:00Z;2021-04-01T07:13:12Z;C;1;300;68;53;7;
42528839;16961;2020-03-27T01:35:00Z;2021-04-01T07:13:12Z;C;1;300;81;71;7;
42528844;16961;2020-03-27T01:40:00Z;2021-04-01T07:13:12Z;C;1;300;72;71;7;
42528847;16961;2020-03-27T01:45:00Z;2021-04-01T07:13:12Z;C;1;300;60;70;7;
42528851;16961;2020-03-27T01:50:00Z;2021-04-01T07:13:12Z;C;1;300;93;96;7;
42528855;16961;2020-03-27T01:55:00Z;2021-04-01T07:13:12Z;C;1;300;93;102;8;
42528857;16961;2020-03-27T02:00:00Z;2021-04-01T07:13:12Z;C;1;300;103;104;8;
42528862;16961;2020-03-27T02:05:00Z;2021-04-01T07:13:12Z;C;1;300;85;80;8;
42528864;16961;2020-03-27T02:10:00Z;2021-04-01T07:13:12Z;C;1;300;75;69;7;
42528868;16961;2020-03-27T02:15:00Z;2021-04-01T07:13:12Z;C;1;300;90;88;8;
42528872;16961;2020-03-27T02:20:00Z;2021-04-01T07:13:12Z;C;1;300;96;83;8;
42528876;16961;2020-03-27T02:25:00Z;2021-04-01T07:13:12Z;C;1;300;105;73;7;
42528877;16961;2020-03-27T02:30:00Z;2021-04-01T07:13:12Z;C;1;300;99;61;7;
42528880;16961;2020-03-27T02:35:00Z;2021-04-01T07:13:12Z;C;1;300;108;66;8;
42528889;16961;2020-03-27T02:40:00Z;2021-04-01T07:13:12Z;C;1;300;90;83;8;
42528898;16961;2020-03-27T02:45:00Z;2021-04-01T07:13:12Z;C;1;300;82;78;8;
42528900;16961;2020-03-27T02:50:00Z;2021-04-01T07:13:12Z;C;1;300;98;91;8;
42528910;16961;2020-03-27T02:55:00Z;2021-04-01T07:13:12Z;C;1;300;62;60;8;
42528920;16961;2020-03-27T03:00:00Z;2021-04-01T07:13:12Z;C;1;300;49;49;8;
42528925;16961;2020-03-27T03:05:00Z;2021-04-01T07:13:12Z;C;1;300;74;58;7;
42528929;16961;2020-03-27T03:10:00Z;2021-04-01T07:13:12Z;C;1;300;79;55;7;
42528931;16961;2020-03-27T03:15:00Z;2021-04-01T07:13:12Z;C;1;300;96;109;8;
42528934;16961;2020-03-27T03:20:00Z;2021-04-01T07:13:12Z;C;1;300;73;105;8;
42528936;16961;2020-03-27T03:25:00Z;2021-04-01T07:13:12Z;C;1;300;84;89;8;
42528939;16961;2020-03-27T03:30:00Z;2021-04-01T07:13:12Z;C;1;300;65;102;7;
42528945;16961;2020-03-27T03:35:00Z;2021-04-01T07:13:12Z;C;1;300;62;77;8;
42528947;16961;2020-03-27T03:40:00Z;2021-04-01T07:13:12Z;C;1;300;53;54;9;
42528950;16961;2020-03-27T03:45:00Z;2021-04-01T07:13:12Z;C;1;300;56;42;9;
42528951;16961;2020-03-27T03:50:00Z;2021-04-01T07:13:12Z;C;1;300;30;14;9;
42528955;16961;2020-03-27T03:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528959;16961;2020-03-27T04:00:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528963;16961;2020-03-27T04:05:00Z;2021-04-01T07:13:12Z;C;1;300;24;11;10;
42528966;16961;2020-03-27T04:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528967;16961;2020-03-27T04:15:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528968;16961;2020-03-27T04:20:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528971;16961;2020-03-27T04:25:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528977;16961;2020-03-27T04:30:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528979;16961;2020-03-27T04:35:00Z;2021-04-01T07:13:12Z;C;1;300;53;23;10;
42528987;16961;2020-03-27T04:40:00Z;2021-04-01T07:13:12Z;C;1;300;43;39;10;
42528989;16961;2020-03-27T04:45:00Z;2021-04-01T07:13:12Z;C;1;300;60;79;10;
42528998;16961;2020-03-27T04:50:00Z;2021-04-01T07:13:12Z;C;1;300;67;65;10;
42529000;16961;2020-03-27T04:55:00Z;2021-04-01T07:13:12Z;C;1;300;72;81;10;
42528283;16961;2020-03-27T05:00:00Z;2021-04-01T07:13:12Z;C;1;300;69;87;9;
42528285;16961;2020-03-27T05:05:00Z;2021-04-01T07:13:12Z;C;1;300;86;65;10;
42528286;16961;2020-03-27T05:10:00Z;2021-04-01T07:13:12Z;C;1;300;65;70;10;
42528288;16961;2020-03-27T05:15:00Z;2021-04-01T07:13:12Z;C;1;300;67;58;10;
42528292;16961;2020-03-27T05:20:00Z;2021-04-01T07:13:12Z;C;1;300;62;36;9;
42528296;16961;2020-03-27T05:25:00Z;2021-04-01T07:13:12Z;C;1;300;18;15;9;
42528302;16961;2020-03-27T05:30:00Z;2021-04-01T07:13:12Z;C;1;300;64;41;9;
42528309;16961;2020-03-27T05:35:00Z;2021-04-01T07:13:12Z;C;1;300;62;53;9;
42528311;16961;2020-03-27T05:40:00Z;2021-04-01T07:13:12Z;C;1;300;23;35;9;
42528315;16961;2020-03-27T05:45:00Z;2021-04-01T07:13:12Z;C;1;300;35;38;9;
42528319;16961;2020-03-27T05:50:00Z;2021-04-01T07:13:12Z;C;1;300;65;56;9;
42528321;16961;2020-03-27T05:55:00Z;2021-04-01T07:13:12Z;C;1;300;39;41;9;
42528324;16961;2020-03-27T06:05:00Z;2021-04-01T07:13:12Z;C;1;300;61;59;10;
42528330;16961;2020-03-27T06:10:00Z;2021-04-01T07:13:12Z;C;1;300;45;44;10;
42528332;16961;2020-03-27T06:15:00Z;2021-04-01T07:13:12Z;C;1;300;64;56;9;
42528333;16961;2020-03-27T06:20:00Z;2021-04-01T07:13:12Z;C;1;300;55;45;10;
42528336;16961;2020-03-27T06:25:00Z;2021-04-01T07:13:12Z;C;1;300;51;54;10;
42528340;16961;2020-03-27T06:30:00Z;2021-04-01T07:13:12Z;C;1;300;61;39;10;
42528342;16961;2020-03-27T06:35:00Z;2021-04-01T07:13:12Z;C;1;300;59;49;9;
42528344;16961;2020-03-27T06:40:00Z;2021-04-01T07:13:12Z;C;1;300;170;255;9;
42528346;16961;2020-03-27T06:45:00Z;2021-04-01T07:13:12Z;C;1;300;141;194;9;
42528349;16961;2020-03-27T06:50:00Z;2021-04-01T07:13:12Z;C;1;300;82;108;9;
42528353;16961;2020-03-27T06:55:00Z;2021-04-01T07:13:12Z;C;1;300;35;45;10;
42528355;16961;2020-03-27T07:00:00Z;2021-04-01T07:13:12Z;C;1;300;32;29;11;
42528361;16961;2020-03-27T07:05:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528362;16961;2020-03-27T07:10:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;10;
42528366;16961;2020-03-27T07:15:00Z;2021-04-01T07:13:12Z;C;1;300;66;100;11;
42528370;16961;2020-03-27T07:20:00Z;2021-04-01T07:13:12Z;C;1;300;139;209;11;
42528371;16961;2020-03-27T07:25:00Z;2021-04-01T07:13:12Z;C;1;300;83;105;11;
42528373;16961;2020-03-27T07:30:00Z;2021-04-01T07:13:12Z;C;1;300;41;30;11;
42528376;16961;2020-03-27T07:35:00Z;2021-04-01T07:13:12Z;C;1;300;31;29;11;
42528386;16961;2020-03-27T07:40:00Z;2021-04-01T07:13:12Z;C;1;300;33;44;11;
42528388;16961;2020-03-27T07:45:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;11;
42528390;16961;2020-03-27T07:50:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
42528394;16961;2020-03-27T07:55:00Z;2021-04-01T07:13:12Z;C;1;300;0;0;12;
